year,unitid,sex,number_applied,number_admitted,number_enrolled_ft,number_enrolled_pt,number_enrolled_total,gender,pct_admitted,pct_matriculated
2016,172334,2,1081.0,787.0,188.0,0.0,188.0,Female,0.7280296022201665,0.2388818297331639
2016,172334,99,1623.0,1160.0,305.0,0.0,305.0,Total,0.7147258163894024,0.2629310344827586
2016,172422,1,,,,,,Male,,
2016,172422,2,,,,,,Female,,
2016,172422,99,,,,,,Total,,
2016,172440,1,1262.0,542.0,77.0,0.0,77.0,Male,0.4294770206022187,0.14206642066420663
2016,172440,2,965.0,485.0,75.0,1.0,76.0,Female,0.5025906735751295,0.15670103092783505
2016,172440,99,2227.0,1027.0,152.0,1.0,153.0,Total,0.4611585092052088,0.14897760467380722
2016,172477,1,,,,,,Male,,
2016,172477,2,,,,,,Female,,
2016,172477,99,,,,,,Total,,
2016,172495,1,,,,,,Male,,
2016,172495,2,,,,,,Female,,
2016,172495,99,,,,,,Total,,
2016,172608,1,,,,,,Male,,
2016,172608,2,,,,,,Female,,
2016,172608,99,,,,,,Total,,
2016,172617,1,,,,,,Male,,
2016,172617,2,,,,,,Female,,
2016,172617,99,,,,,,Total,,
2016,172635,1,,,,,,Male,,
2016,172635,2,,,,,,Female,,
2016,172635,99,,,,,,Total,,
2016,172644,1,4543.0,3717.0,1040.0,77.0,1117.0,Male,0.8181818181818182,0.3005111649179446
2016,172644,2,6550.0,5319.0,1358.0,113.0,1471.0,Female,0.8120610687022901,0.2765557435608197
2016,172644,99,11093.0,9036.0,2398.0,190.0,2588.0,Total,0.8145677454250428,0.2864099158919876
2016,172671,1,,,,,,Male,,
2016,172671,2,,,,,,Female,,
2016,172671,99,,,,,,Total,,
2016,172680,1,,,,,,Male,,
2016,172680,2,,,,,,Female,,
2016,172680,99,,,,,,Total,,
2016,172699,1,6094.0,4960.0,1357.0,17.0,1374.0,Male,0.8139153265507056,0.2770161290322581
2016,172699,2,7519.0,6245.0,1534.0,22.0,1556.0,Female,0.8305625748104801,0.2491593274619696
2016,172699,99,13613.0,11205.0,2891.0,39.0,2930.0,Total,0.8231102622493205,0.2614904060687193
2016,172705,1,,,,,,Male,,
2016,172705,2,,,,,,Female,,
2016,172705,99,,,,,,Total,,
2016,172802,1,,,,,,Male,,
2016,172802,2,,,,,,Female,,
2016,172802,99,,,,,,Total,,
2016,172866,1,,,,,,Male,,
2016,172866,2,,,,,,Female,,
2016,172866,99,,,,,,Total,,
2016,172918,1,,,,,,Male,,
2016,172918,2,,,,,,Female,,
2016,172918,99,,,,,,Total,,
2016,172927,1,,,,,,Male,,
2016,172927,2,,,,,,Female,,
2016,172927,99,,,,,,Total,,
2016,172954,1,,,,,,Male,,
2016,172954,2,,,,,,Female,,
2016,172954,99,,,,,,Total,,
2016,172963,1,,,,,,Male,,
2016,172963,2,,,,,,Female,,
2016,172963,99,,,,,,Total,,
2016,173045,1,1461.0,645.0,230.0,0.0,230.0,Male,0.4414784394250513,0.35658914728682173
2016,173045,2,2026.0,929.0,244.0,3.0,247.0,Female,0.4585389930898322,0.2658772874058127
2016,173045,99,3487.0,1574.0,474.0,3.0,477.0,Total,0.45139088041296244,0.30304955527318933
2016,173063,1,,,,,,Male,,
2016,173063,2,,,,,,Female,,
2016,173063,99,,,,,,Total,,
2016,173115,1,,,,,,Male,,
2016,173115,2,,,,,,Female,,
2016,173115,99,,,,,,Total,,
2016,173124,1,1776.0,1157.0,386.0,6.0,392.0,Male,0.651463963963964,0.3388072601555748
2016,173124,2,2361.0,1494.0,413.0,12.0,425.0,Female,0.6327827191867853,0.28447121820615795
2016,173124,99,4137.0,2651.0,799.0,18.0,817.0,Total,0.6408025138989606,0.3081855903432667
2016,173142,1,165.0,123.0,57.0,,57.0,Male,0.7454545454545455,0.4634146341463415
2016,173142,2,163.0,141.0,81.0,,81.0,Female,0.8650306748466258,0.574468085106383
2016,173142,99,328.0,264.0,138.0,,138.0,Total,0.8048780487804879,0.5227272727272727
2016,173160,1,693.0,539.0,211.0,1.0,212.0,Male,0.7777777777777778,0.39332096474953615
2016,173160,2,1105.0,942.0,346.0,0.0,346.0,Female,0.8524886877828054,0.3673036093418259
2016,173160,99,1798.0,1481.0,557.0,1.0,558.0,Total,0.8236929922135706,0.37677245104659013
2016,173179,1,,,,,,Male,,
2016,173179,2,,,,,,Female,,
2016,173179,99,,,,,,Total,,
2016,173203,1,,,,,,Male,,
2016,173203,2,,,,,,Female,,
2016,173203,99,,,,,,Total,,
2016,173258,1,2881.0,698.0,291.0,,291.0,Male,0.24227698715723708,0.4169054441260745
2016,173258,2,3604.0,769.0,276.0,,276.0,Female,0.21337402885682574,0.3589076723016905
2016,173258,99,6485.0,1467.0,567.0,,567.0,Total,0.2262143407864302,0.38650306748466257
2016,173300,1,1529.0,953.0,248.0,,248.0,Male,0.6232831916285154,0.2602308499475341
2016,173300,2,2225.0,1488.0,297.0,,297.0,Female,0.6687640449438202,0.19959677419354838
2016,173300,99,3754.0,2441.0,545.0,,545.0,Total,0.6502397442727758,0.22326915198689062
2016,173328,1,722.0,404.0,121.0,0.0,121.0,Male,0.5595567867036011,0.2995049504950495
2016,173328,2,923.0,538.0,127.0,0.0,127.0,Female,0.5828819068255688,0.23605947955390336
2016,173328,99,1645.0,942.0,248.0,0.0,248.0,Total,0.572644376899696,0.2632696390658174
2016,173416,1,,,,,,Male,,
2016,173416,2,,,,,,Female,,
2016,173416,99,,,,,,Total,,
2016,173452,1,153.0,125.0,100.0,0.0,100.0,Male,0.8169934640522876,0.8
2016,173452,2,140.0,119.0,96.0,0.0,96.0,Female,0.85,0.8067226890756303
2016,173452,99,293.0,244.0,196.0,0.0,196.0,Total,0.8327645051194539,0.8032786885245902
2016,173461,1,,,,,,Male,,
2016,173461,2,,,,,,Female,,
2016,173461,99,,,,,,Total,,
2016,173470,1,,,,,,Male,,
2016,173470,2,,,,,,Female,,
2016,173470,99,,,,,,Total,,
2016,173489,1,,,,,,Male,,
2016,173489,2,,,,,,Female,,
2016,173489,99,,,,,,Total,,
2016,173559,1,,,,,,Male,,
2016,173559,2,,,,,,Female,,
2016,173559,99,,,,,,Total,,
2016,173629,1,,,,,,Male,,
2016,173629,2,,,,,,Female,,
2016,173629,99,,,,,,Total,,
2016,173638,1,,,,,,Male,,
2016,173638,2,,,,,,Female,,
2016,173638,99,,,,,,Total,,
2016,173647,1,1989.0,1232.0,250.0,0.0,250.0,Male,0.6194067370537959,0.20292207792207792
2016,173647,2,2812.0,1879.0,293.0,0.0,293.0,Female,0.6682076813655761,0.15593400745077168
2016,173647,99,4801.0,3111.0,543.0,0.0,543.0,Total,0.6479900020828994,0.17454194792671165
2016,173665,1,1534.0,1038.0,195.0,0.0,195.0,Male,0.6766623207301173,0.18786127167630057
2016,173665,2,2718.0,1951.0,352.0,1.0,353.0,Female,0.7178072111846946,0.18093285494618144
2016,173665,99,4252.0,2989.0,547.0,1.0,548.0,Total,0.7029633113828786,0.1833389093342255
2016,173683,1,,,,,,Male,,
2016,173683,2,,,,,,Female,,
2016,173683,99,,,,,,Total,,
2016,173708,1,,,,,,Male,,
2016,173708,2,,,,,,Female,,
2016,173708,99,,,,,,Total,,
2016,173726,1,,,,,,Male,,
2016,173726,2,,,,,,Female,,
2016,173726,99,,,,,,Total,,
2016,173735,1,,,,,,Male,,
2016,173735,2,,,,,,Female,,
2016,173735,99,,,,,,Total,,
2016,173744,1,,,,,,Male,,
2016,173744,2,,,,,,Female,,
2016,173744,99,,,,,,Total,,
2016,173799,1,,,,,,Male,,
2016,173799,2,,,,,,Female,,
2016,173799,99,,,,,,Total,,
2016,173805,1,,,,,,Male,,
2016,173805,2,,,,,,Female,,
2016,173805,99,,,,,,Total,,
2016,173887,1,,,,,,Male,,
2016,173887,2,,,,,,Female,,
2016,173887,99,,,,,,Total,,
2016,173896,1,,,,,,Male,,
2016,173896,2,,,,,,Female,,
2016,173896,99,,,,,,Total,,
2016,173902,1,2350.0,847.0,212.0,0.0,212.0,Male,0.3604255319148936,0.2502951593860685
2016,173902,2,3596.0,1359.0,294.0,0.0,294.0,Female,0.3779199110122358,0.2163355408388521
2016,173902,99,5946.0,2206.0,506.0,0.0,506.0,Total,0.3710057181298352,0.22937443336355395
2016,173911,1,,,,,,Male,,
2016,173911,2,,,,,,Female,,
2016,173911,99,,,,,,Total,,
2016,173920,1,5004.0,3041.0,1038.0,9.0,1047.0,Male,0.6077138289368506,0.3442946399210786
2016,173920,2,6424.0,4100.0,1383.0,3.0,1386.0,Female,0.6382316313823163,0.3380487804878049
2016,173920,99,11428.0,7141.0,2421.0,12.0,2433.0,Total,0.6248687434371719,0.3407085842319003
2016,173939,1,,,,,,Male,,
2016,173939,2,,,,,,Female,,
2016,173939,99,,,,,,Total,,
2016,173957,1,,,,,,Male,,
2016,173957,2,,,,,,Female,,
2016,173957,99,,,,,,Total,,
2016,173966,1,,,,,,Male,,
2016,173966,2,,,,,,Female,,
2016,173966,99,,,,,,Total,,
2016,173984,1,,,,,,Male,,
2016,173984,2,,,,,,Female,,
2016,173984,99,,,,,,Total,,
2016,173993,1,,,,,,Male,,
2016,173993,2,,,,,,Female,,
2016,173993,99,,,,,,Total,,
2016,174020,1,192.0,192.0,36.0,29.0,65.0,Male,1.0,0.3385416666666667
2016,174020,2,350.0,350.0,39.0,42.0,81.0,Female,1.0,0.23142857142857143
2016,174020,99,544.0,544.0,75.0,71.0,146.0,Total,1.0,0.26838235294117646
2016,174066,1,22967.0,9684.0,2704.0,11.0,2715.0,Male,0.4216484521269648,0.28035935563816605
2016,174066,2,26162.0,12136.0,3156.0,9.0,3165.0,Female,0.46387890834034096,0.2607943309162821
2016,174066,99,49129.0,21820.0,5860.0,20.0,5880.0,Total,0.4441368641739095,0.2694775435380385
2016,174075,1,693.0,459.0,108.0,5.0,113.0,Male,0.6623376623376623,0.24618736383442266
2016,174075,2,595.0,419.0,93.0,3.0,96.0,Female,0.704201680672269,0.22911694510739858
2016,174075,99,1288.0,878.0,201.0,8.0,209.0,Total,0.6816770186335404,0.23804100227790434
2016,174118,1,,,,,,Male,,
2016,174118,2,,,,,,Female,,
2016,174118,99,,,,,,Total,,
2016,174127,1,181.0,106.0,39.0,,39.0,Male,0.585635359116022,0.36792452830188677
2016,174127,2,455.0,309.0,124.0,,124.0,Female,0.6791208791208792,0.40129449838187703
2016,174127,99,636.0,415.0,163.0,,163.0,Total,0.6525157232704403,0.3927710843373494
2016,174136,1,,,,,,Male,,
2016,174136,2,,,,,,Female,,
2016,174136,99,,,,,,Total,,
2016,174154,1,6.0,6.0,6.0,0.0,6.0,Male,1.0,1.0
2016,174154,2,33.0,33.0,25.0,2.0,27.0,Female,1.0,0.8181818181818182
2016,174154,99,39.0,39.0,31.0,2.0,33.0,Total,1.0,0.8461538461538461
2016,174190,1,,,,,,Male,,
2016,174190,2,,,,,,Female,,
2016,174190,99,,,,,,Total,,
2016,174206,1,,,,,,Male,,
2016,174206,2,,,,,,Female,,
2016,174206,99,,,,,,Total,,
2016,174233,1,3973.0,2944.0,1116.0,8.0,1124.0,Male,0.7410017618927762,0.38179347826086957
2016,174233,2,4003.0,3162.0,1007.0,7.0,1014.0,Female,0.7899075693230078,0.3206831119544592
2016,174233,99,7976.0,6106.0,2123.0,15.0,2138.0,Total,0.7655466399197592,0.3501473960039306
2016,174251,1,1445.0,839.0,157.0,0.0,157.0,Male,0.5806228373702422,0.1871275327771156
2016,174251,2,1969.0,1143.0,218.0,1.0,219.0,Female,0.5804977145759269,0.19160104986876642
2016,174251,99,3414.0,1982.0,375.0,1.0,376.0,Total,0.5805506736965437,0.18970736629667004
2016,174279,1,,,,,,Male,,
2016,174279,2,,,,,,Female,,
2016,174279,99,,,,,,Total,,
2016,174321,1,,,,,,Male,,
2016,174321,2,,,,,,Female,,
2016,174321,99,,,,,,Total,,
2016,174358,1,1747.0,1051.0,340.0,7.0,347.0,Male,0.6016027475672582,0.3301617507136061
2016,174358,2,2514.0,1489.0,514.0,7.0,521.0,Female,0.5922832140015911,0.3498992612491605
2016,174358,99,4261.0,2540.0,854.0,14.0,868.0,Total,0.5961042008918095,0.3417322834645669
2016,174376,1,,,,,,Male,,
2016,174376,2,,,,,,Female,,
2016,174376,99,,,,,,Total,,
2016,174385,1,,,,,,Male,,
2016,174385,2,,,,,,Female,,
2016,174385,99,,,,,,Total,,
2016,174394,1,,,,,,Male,,
2016,174394,2,,,,,,Female,,
2016,174394,99,,,,,,Total,,
2016,174428,1,,,,,,Male,,
2016,174428,2,,,,,,Female,,
2016,174428,99,,,,,,Total,,
2016,174437,1,321.0,208.0,89.0,1.0,90.0,Male,0.6479750778816199,0.4326923076923077
2016,174437,2,478.0,320.0,129.0,1.0,130.0,Female,0.6694560669456067,0.40625
2016,174437,99,799.0,528.0,218.0,2.0,220.0,Total,0.6608260325406758,0.4166666666666667
2016,174473,1,,,,,,Male,,
2016,174473,2,,,,,,Female,,
2016,174473,99,,,,,,Total,,
2016,174491,1,520.0,433.0,159.0,6.0,165.0,Male,0.8326923076923077,0.3810623556581986
2016,174491,2,780.0,697.0,240.0,9.0,249.0,Female,0.8935897435897436,0.35724533715925394
2016,174491,99,1300.0,1130.0,421.0,15.0,436.0,Total,0.8692307692307693,0.3858407079646018
2016,174507,1,,,,,,Male,,
2016,174507,2,,,,,,Female,,
2016,174507,99,,,,,,Total,,
2016,174525,1,45.0,11.0,11.0,0.0,11.0,Male,0.24444444444444444,1.0
2016,174525,2,65.0,7.0,7.0,0.0,7.0,Female,0.1076923076923077,1.0
2016,174525,99,110.0,18.0,18.0,0.0,18.0,Total,0.16363636363636364,1.0
2016,174534,1,,,,,,Male,,
2016,174534,2,,,,,,Female,,
2016,174534,99,,,,,,Total,,
2016,174570,1,,,,,,Male,,
2016,174570,2,,,,,,Female,,
2016,174570,99,,,,,,Total,,
2016,174604,1,,,,,,Male,,
2016,174604,2,,,,,,Female,,
2016,174604,99,,,,,,Total,,
2016,174738,1,,,,,,Male,,
2016,174738,2,,,,,,Female,,
2016,174738,99,,,,,,Total,,
2016,174747,1,0.0,,,,,Male,,
2016,174747,2,1859.0,1631.0,503.0,0.0,503.0,Female,0.8773534158149543,0.3083997547516861
2016,174747,99,1859.0,1631.0,503.0,0.0,503.0,Total,0.8773534158149543,0.3083997547516861
2016,174756,1,,,,,,Male,,
2016,174756,2,,,,,,Female,,
2016,174756,99,,,,,,Total,,
2016,174765,1,,,,,,Male,,
2016,174765,2,,,,,,Female,,
2016,174765,99,,,,,,Total,,
2016,174783,1,3093.0,2565.0,797.0,20.0,817.0,Male,0.8292919495635306,0.31851851851851853
2016,174783,2,3895.0,3381.0,959.0,22.0,981.0,Female,0.8680359435173299,0.290150842945874
2016,174783,99,6988.0,5946.0,1756.0,42.0,1798.0,Total,0.8508872352604465,0.30238816010763536
2016,174792,1,1457.0,1279.0,461.0,0.0,461.0,Male,0.8778311599176389,0.3604378420641126
2016,174792,2,0.0,,,,,Female,,
2016,174792,99,1457.0,1279.0,461.0,0.0,461.0,Total,0.8778311599176389,0.3604378420641126
2016,174817,1,672.0,520.0,127.0,0.0,127.0,Male,0.7738095238095238,0.24423076923076922
2016,174817,2,1014.0,816.0,156.0,0.0,156.0,Female,0.8047337278106509,0.19117647058823528
2016,174817,99,1686.0,1336.0,283.0,0.0,283.0,Total,0.7924080664294187,0.2118263473053892
2016,174844,1,3213.0,1115.0,373.0,,373.0,Male,0.34702769996887645,0.3345291479820628
2016,174844,2,2828.0,1589.0,451.0,,451.0,Female,0.5618811881188119,0.28382630585273755
2016,174844,99,6041.0,2704.0,824.0,,824.0,Total,0.44760801191855654,0.3047337278106509
2016,174862,1,424.0,216.0,73.0,7.0,80.0,Male,0.5094339622641509,0.37037037037037035
2016,174862,2,339.0,197.0,78.0,8.0,86.0,Female,0.5811209439528023,0.4365482233502538
2016,174862,99,763.0,413.0,151.0,15.0,166.0,Total,0.5412844036697247,0.4019370460048426
2016,174899,1,1040.0,650.0,167.0,0.0,167.0,Male,0.625,0.2569230769230769
2016,174899,2,2192.0,1409.0,281.0,2.0,283.0,Female,0.6427919708029197,0.20085166784953867
2016,174899,99,3232.0,2059.0,448.0,2.0,450.0,Total,0.6370668316831684,0.2185526954832443
2016,174914,1,2904.0,2372.0,703.0,0.0,703.0,Male,0.8168044077134986,0.2963743676222597
2016,174914,2,3317.0,2770.0,645.0,1.0,646.0,Female,0.8350919505577329,0.2332129963898917
2016,174914,99,6221.0,5142.0,1348.0,1.0,1349.0,Total,0.8265552162031827,0.26234928043562816
2016,174978,1,,,,,,Male,,
2016,174978,2,,,,,,Female,,
2016,174978,99,,,,,,Total,,
2016,175005,1,3.0,2.0,1.0,0.0,1.0,Male,0.6666666666666666,0.5
2016,175005,2,2265.0,2058.0,418.0,10.0,428.0,Female,0.9086092715231788,0.20796890184645286
2016,175005,99,2268.0,2060.0,419.0,10.0,429.0,Total,0.908289241622575,0.20825242718446602
2016,175014,1,,,,,,Male,,
2016,175014,2,,,,,,Female,,
2016,175014,99,,,,,,Total,,
2016,175041,1,,,,,,Male,,
2016,175041,2,,,,,,Female,,
2016,175041,99,,,,,,Total,,
2016,175078,1,914.0,471.0,229.0,4.0,233.0,Male,0.5153172866520788,0.49469214437367304
2016,175078,2,970.0,550.0,256.0,6.0,262.0,Female,0.5670103092783505,0.4763636363636364
2016,175078,99,1884.0,1021.0,485.0,10.0,495.0,Total,0.5419320594479831,0.48481880509304603
2016,175120,1,,,,,,Male,,
2016,175120,2,,,,,,Female,,
2016,175120,99,,,,,,Total,,
2016,175139,1,,,,,,Male,,
2016,175139,2,,,,,,Female,,
2016,175139,99,,,,,,Total,,
2016,175157,1,,,,,,Male,,
2016,175157,2,,,,,,Female,,
2016,175157,99,,,,,,Total,,
2016,175227,1,419.0,284.0,186.0,4.0,190.0,Male,0.6778042959427207,0.6690140845070423
2016,175227,2,81.0,53.0,31.0,0.0,31.0,Female,0.654320987654321,0.5849056603773585
2016,175227,99,500.0,337.0,217.0,4.0,221.0,Total,0.674,0.655786350148368
2016,175236,1,,,,,,Male,,
2016,175236,2,,,,,,Female,,
2016,175236,99,,,,,,Total,,
2016,175263,1,,,,,,Male,,
2016,175263,2,,,,,,Female,,
2016,175263,99,,,,,,Total,,
2016,175272,1,2489.0,1363.0,500.0,2.0,502.0,Male,0.5476094817195661,0.36830520909757886
2016,175272,2,4987.0,3104.0,1076.0,8.0,1084.0,Female,0.6224182875476238,0.3492268041237113
2016,175272,99,7476.0,4467.0,1576.0,10.0,1586.0,Total,0.5975120385232745,0.3550481307365122
2016,175281,1,,,,,,Male,,
2016,175281,2,,,,,,Female,,
2016,175281,99,,,,,,Total,,
2016,175315,1,,,,,,Male,,
2016,175315,2,,,,,,Female,,
2016,175315,99,,,,,,Total,,
2016,175342,1,790.0,620.0,181.0,4.0,185.0,Male,0.7848101265822784,0.29838709677419356
2016,175342,2,1288.0,1010.0,344.0,7.0,351.0,Female,0.7841614906832298,0.3475247524752475
2016,175342,99,2078.0,1630.0,525.0,11.0,536.0,Total,0.7844080846968239,0.32883435582822085
2016,175421,1,963.0,635.0,108.0,7.0,115.0,Male,0.6593977154724818,0.18110236220472442
2016,175421,2,1511.0,418.0,117.0,15.0,132.0,Female,0.27663798808735934,0.3157894736842105
2016,175421,99,2474.0,1053.0,225.0,22.0,247.0,Total,0.425626515763945,0.2345679012345679
2016,175430,1,96.0,90.0,61.0,2.0,63.0,Male,0.9375,0.7
2016,175430,2,95.0,95.0,46.0,3.0,49.0,Female,1.0,0.5157894736842106
2016,175430,99,191.0,185.0,107.0,5.0,112.0,Total,0.9685863874345549,0.6054054054054054
2016,175494,1,,,,,,Male,,
2016,175494,2,,,,,,Female,,
2016,175494,99,,,,,,Total,,
2016,175519,1,,,,,,Male,,
2016,175519,2,,,,,,Female,,
2016,175519,99,,,,,,Total,,
2016,175528,1,,,,,,Male,,
2016,175528,2,,,,,,Female,,
2016,175528,99,,,,,,Total,,
2016,175573,1,,,,,,Male,,
2016,175573,2,,,,,,Female,,
2016,175573,99,,,,,,Total,,
2016,175607,1,,,,,,Male,,
2016,175607,2,,,,,,Female,,
2016,175607,99,,,,,,Total,,
2016,175616,1,347.0,306.0,137.0,0.0,137.0,Male,0.8818443804034583,0.4477124183006536
2016,175616,2,531.0,479.0,206.0,2.0,208.0,Female,0.9020715630885122,0.4342379958246347
2016,175616,99,878.0,785.0,343.0,2.0,345.0,Total,0.8940774487471527,0.4394904458598726
2016,175643,1,,,,,,Male,,
2016,175643,2,,,,,,Female,,
2016,175643,99,,,,,,Total,,
2016,175652,1,,,,,,Male,,
2016,175652,2,,,,,,Female,,
2016,175652,99,,,,,,Total,,
2016,175698,1,,,,,,Male,,
2016,175698,2,,,,,,Female,,
2016,175698,99,,,,,,Total,,
2016,175722,1,,,,,,Male,,
2016,175722,2,,,,,,Female,,
2016,175722,99,,,,,,Total,,
2016,175786,1,,,,,,Male,,
2016,175786,2,,,,,,Female,,
2016,175786,99,,,,,,Total,,
2016,175810,1,,,,,,Male,,
2016,175810,2,,,,,,Female,,
2016,175810,99,,,,,,Total,,
2016,175829,1,,,,,,Male,,
2016,175829,2,,,,,,Female,,
2016,175829,99,,,,,,Total,,
2016,175856,1,3443.0,1969.0,512.0,6.0,518.0,Male,0.5718849840255591,0.26307770441848655
2016,175856,2,5947.0,3977.0,769.0,5.0,774.0,Female,0.6687405414494704,0.1946190595926578
2016,175856,99,9390.0,5946.0,1281.0,11.0,1292.0,Total,0.6332268370607029,0.21728893373696603
2016,175883,1,,,,,,Male,,
2016,175883,2,,,,,,Female,,
2016,175883,99,,,,,,Total,,
2016,175935,1,,,,,,Male,,
2016,175935,2,,,,,,Female,,
2016,175935,99,,,,,,Total,,
2016,175980,1,1820.0,1110.0,138.0,0.0,138.0,Male,0.6098901098901099,0.12432432432432433
2016,175980,2,2449.0,1415.0,121.0,0.0,121.0,Female,0.5777868517762352,0.08551236749116607
2016,175980,99,4269.0,2525.0,259.0,0.0,259.0,Total,0.5914734129772781,0.10257425742574257
2016,175999,1,,,,,,Male,,
2016,175999,2,,,,,,Female,,
2016,175999,99,,,,,,Total,,
2016,176008,1,,,,,,Male,,
2016,176008,2,,,,,,Female,,
2016,176008,99,,,,,,Total,,
2016,176017,1,7404.0,5683.0,1676.0,32.0,1708.0,Male,0.7675580767152891,0.3005454865387999
2016,176017,2,10514.0,8346.0,2219.0,37.0,2256.0,Female,0.7937987445311014,0.27030913012221425
2016,176017,99,17918.0,14029.0,3895.0,69.0,3964.0,Total,0.7829556870186405,0.28255755934136434
2016,176035,1,167.0,165.0,79.0,0.0,79.0,Male,0.9880239520958084,0.47878787878787876
2016,176035,2,583.0,576.0,210.0,1.0,211.0,Female,0.9879931389365352,0.3663194444444444
2016,176035,99,750.0,741.0,289.0,1.0,290.0,Total,0.988,0.3913630229419703
2016,176044,1,1080.0,852.0,196.0,1.0,197.0,Male,0.7888888888888889,0.2312206572769953
2016,176044,2,1525.0,1348.0,194.0,2.0,196.0,Female,0.8839344262295082,0.14540059347181009
2016,176044,99,2605.0,2200.0,390.0,3.0,393.0,Total,0.8445297504798465,0.17863636363636365
2016,176053,1,800.0,430.0,240.0,4.0,244.0,Male,0.5375,0.5674418604651162
2016,176053,2,1375.0,646.0,325.0,2.0,327.0,Female,0.4698181818181818,0.5061919504643962
2016,176053,99,2175.0,1076.0,565.0,6.0,571.0,Total,0.4947126436781609,0.5306691449814126
2016,176062,1,,,,,,Male,,
2016,176062,2,,,,,,Female,,
2016,176062,99,,,,,,Total,,
2016,176071,1,,,,,,Male,,
2016,176071,2,,,,,,Female,,
2016,176071,99,,,,,,Total,,
2016,176080,1,6282.0,3568.0,1691.0,2.0,1693.0,Male,0.5679719834447629,0.47449551569506726
2016,176080,2,7730.0,4233.0,1928.0,3.0,1931.0,Female,0.5476067270375161,0.45617765178360503
2016,176080,99,14012.0,7801.0,3619.0,5.0,3624.0,Total,0.5567370825007136,0.4645558261761313
2016,176169,1,,,,,,Male,,
2016,176169,2,,,,,,Female,,
2016,176169,99,,,,,,Total,,
2016,176178,1,,,,,,Male,,
2016,176178,2,,,,,,Female,,
2016,176178,99,,,,,,Total,,
2016,176239,1,,,,,,Male,,
2016,176239,2,,,,,,Female,,
2016,176239,99,,,,,,Total,,
2016,176318,1,1991.0,904.0,135.0,16.0,151.0,Male,0.4540431943746861,0.1670353982300885
2016,176318,2,3346.0,1597.0,185.0,29.0,214.0,Female,0.47728631201434546,0.1340012523481528
2016,176318,99,5337.0,2501.0,320.0,45.0,365.0,Total,0.46861532696271313,0.14594162335065974
2016,176336,1,,,,,,Male,,
2016,176336,2,,,,,,Female,,
2016,176336,99,,,,,,Total,,
2016,176354,1,,,,,,Male,,
2016,176354,2,,,,,,Female,,
2016,176354,99,,,,,,Total,,
2016,176372,1,1941.0,1169.0,534.0,2.0,536.0,Male,0.6022668727460072,0.4585115483319076
2016,176372,2,3239.0,1946.0,1019.0,3.0,1022.0,Female,0.6008027168879284,0.5251798561151079
2016,176372,99,5180.0,3115.0,1553.0,5.0,1558.0,Total,0.6013513513513513,0.5001605136436598
2016,176390,1,,,,,,Male,,
2016,176390,2,,,,,,Female,,
2016,176390,99,,,,,,Total,,
2016,176406,1,813.0,382.0,71.0,1.0,72.0,Male,0.4698646986469865,0.18848167539267016
2016,176406,2,1471.0,801.0,129.0,0.0,129.0,Female,0.5445275322909585,0.16104868913857678
2016,176406,99,2284.0,1183.0,200.0,1.0,201.0,Total,0.5179509632224168,0.16990701606086223
2016,176451,1,,,,,,Male,,
2016,176451,2,,,,,,Female,,
2016,176451,99,,,,,,Total,,
2016,176479,1,285.0,154.0,79.0,2.0,81.0,Male,0.5403508771929825,0.525974025974026
2016,176479,2,540.0,267.0,107.0,1.0,108.0,Female,0.49444444444444446,0.4044943820224719
2016,176479,99,825.0,421.0,186.0,3.0,189.0,Total,0.5103030303030303,0.4489311163895487
2016,176600,1,,,,,,Male,,
2016,176600,2,,,,,,Female,,
2016,176600,99,,,,,,Total,,
2016,176619,1,,,,,,Male,,
2016,176619,2,,,,,,Female,,
2016,176619,99,,,,,,Total,,
2016,176628,1,549.0,306.0,84.0,,84.0,Male,0.5573770491803278,0.27450980392156865
2016,176628,2,564.0,343.0,119.0,,119.0,Female,0.6081560283687943,0.3469387755102041
2016,176628,99,1382.0,778.0,203.0,,203.0,Total,0.5629522431259045,0.2609254498714653
2016,176637,1,,,,,,Male,,
2016,176637,2,,,,,,Female,,
2016,176637,99,,,,,,Total,,
2016,176664,1,,,,,,Male,,
2016,176664,2,,,,,,Female,,
2016,176664,99,,,,,,Total,,
2016,176716,1,,,,,,Male,,
2016,176716,2,,,,,,Female,,
2016,176716,99,,,,,,Total,,
2016,176770,1,2.0,1.0,,,0.0,Male,0.5,0.0
2016,176770,2,25.0,15.0,2.0,2.0,4.0,Female,0.6,0.26666666666666666
2016,176770,99,27.0,16.0,2.0,2.0,4.0,Total,0.5925925925925926,0.25
2016,176789,1,22.0,21.0,12.0,4.0,16.0,Male,0.9545454545454546,0.7619047619047619
2016,176789,2,22.0,22.0,14.0,2.0,16.0,Female,1.0,0.7272727272727273
2016,176789,99,44.0,43.0,26.0,6.0,32.0,Total,0.9772727272727273,0.7441860465116279
2016,176798,1,,,,,,Male,,
2016,176798,2,,,,,,Female,,
2016,176798,99,,,,,,Total,,
2016,176910,1,180.0,55.0,35.0,4.0,39.0,Male,0.3055555555555556,0.7090909090909091
2016,176910,2,204.0,49.0,16.0,3.0,19.0,Female,0.24019607843137256,0.3877551020408163
2016,176910,99,384.0,106.0,51.0,7.0,58.0,Total,0.2760416666666667,0.5471698113207547
2016,176947,1,757.0,447.0,138.0,1.0,139.0,Male,0.5904887714663144,0.31096196868008946
