unitid,year,ftpt,fips,retention_rate,returning_students,prev_cohort,prev_exclusions,prev_cohort_adj
181020,2016,1,31,0.71,234.0,330.0,0.0,330.0
181020,2016,2,31,,,,,
181020,2016,99,31,0.71,234.0,330.0,0.0,330.0
181093,2016,1,31,0.73,43.0,59.0,0.0,59.0
181093,2016,2,31,,0.0,0.0,0.0,0.0
181093,2016,99,31,0.73,43.0,59.0,0.0,59.0
181127,2016,1,31,0.65,192.0,295.0,0.0,295.0
181127,2016,2,31,,0.0,0.0,0.0,0.0
181127,2016,99,31,0.65,192.0,295.0,0.0,295.0
181145,2016,1,31,,,,,
181145,2016,2,31,,,,,
181145,2016,99,31,,0.0,0.0,0.0,0.0
181190,2016,1,31,0.64,30.0,47.0,0.0,47.0
181190,2016,2,31,,,,,
181190,2016,99,31,0.64,30.0,47.0,0.0,47.0
181215,2016,1,31,0.84,778.0,931.0,0.0,931.0
181215,2016,2,31,0.57,4.0,7.0,0.0,7.0
181215,2016,99,31,0.83,782.0,938.0,0.0,938.0
181242,2016,1,31,1.0,1.0,1.0,0.0,1.0
181242,2016,2,31,,0.0,0.0,0.0,0.0
181242,2016,99,31,1.0,1.0,1.0,0.0,1.0
181297,2016,1,31,0.75,18.0,24.0,0.0,24.0
181297,2016,2,31,0.0,0.0,1.0,0.0,1.0
181297,2016,99,31,0.72,18.0,25.0,0.0,25.0
181303,2016,1,31,0.53,485.0,909.0,0.0,909.0
181303,2016,2,31,0.34,263.0,774.0,0.0,774.0
181303,2016,99,31,0.44,748.0,1683.0,0.0,1683.0
181312,2016,1,31,0.67,221.0,330.0,1.0,329.0
181312,2016,2,31,0.29,16.0,56.0,0.0,56.0
181312,2016,99,31,0.62,237.0,386.0,1.0,385.0
181330,2016,1,31,0.64,198.0,310.0,1.0,310.0
181330,2016,2,31,,,,,
181330,2016,99,31,0.64,198.0,310.0,1.0,310.0
181376,2016,1,31,0.83,19.0,24.0,1.0,23.0
181376,2016,2,31,,0.0,0.0,0.0,0.0
181376,2016,99,31,0.83,19.0,24.0,1.0,23.0
181394,2016,1,31,0.77,1240.0,1602.0,0.0,1602.0
181394,2016,2,31,0.48,46.0,95.0,0.0,95.0
181394,2016,99,31,0.76,1286.0,1697.0,0.0,1697.0
181400,2016,1,31,1.0,1.0,1.0,0.0,1.0
181400,2016,2,31,,0.0,0.0,0.0,0.0
181400,2016,99,31,1.0,1.0,1.0,0.0,1.0
181419,2016,1,31,0.47,7.0,15.0,0.0,15.0
181419,2016,2,31,0.36,4.0,11.0,0.0,11.0
181419,2016,99,31,0.42,11.0,26.0,0.0,26.0
181428,2016,1,31,,,,,
181428,2016,2,31,,,,,
181428,2016,99,31,,0.0,0.0,0.0,0.0
181446,2016,1,31,0.78,344.0,439.0,0.0,439.0
181446,2016,2,31,,,,,
181446,2016,99,31,0.78,344.0,439.0,0.0,439.0
181464,2016,1,31,0.82,3784.0,4603.0,0.0,4603.0
181464,2016,2,31,0.56,14.0,25.0,0.0,25.0
181464,2016,99,31,0.82,3798.0,4628.0,0.0,4628.0
181491,2016,1,31,0.7,536.0,769.0,1.0,768.0
181491,2016,2,31,0.39,31.0,79.0,0.0,79.0
181491,2016,99,31,0.67,567.0,848.0,1.0,847.0
181534,2016,1,31,0.63,157.0,249.0,0.0,249.0
181534,2016,2,31,1.0,1.0,1.0,0.0,1.0
181534,2016,99,31,0.63,158.0,250.0,0.0,250.0
181543,2016,1,31,1.0,2.0,2.0,0.0,2.0
181543,2016,2,31,,0.0,0.0,0.0,0.0
181543,2016,99,31,1.0,2.0,2.0,0.0,2.0
181604,2016,1,31,0.7,54.0,77.0,0.0,77.0
181604,2016,2,31,,,,,
181604,2016,99,31,0.7,54.0,77.0,0.0,77.0
181640,2016,1,31,0.63,633.0,1010.0,0.0,1010.0
181640,2016,2,31,0.42,151.0,359.0,0.0,359.0
181640,2016,99,31,0.57,784.0,1369.0,0.0,1369.0
181738,2016,1,31,0.81,124.0,153.0,0.0,153.0
181738,2016,2,31,,0.0,0.0,0.0,0.0
181738,2016,99,31,0.81,124.0,153.0,0.0,153.0
181765,2016,1,31,0.64,58.0,91.0,0.0,91.0
181765,2016,2,31,,,,,
181765,2016,99,31,0.64,58.0,91.0,0.0,91.0
181783,2016,1,31,0.67,419.0,630.0,0.0,630.0
181783,2016,2,31,0.0,0.0,1.0,0.0,1.0
181783,2016,99,31,0.66,419.0,631.0,0.0,631.0
181817,2016,1,31,0.53,168.0,317.0,0.0,317.0
181817,2016,2,31,0.21,15.0,73.0,0.0,73.0
181817,2016,99,31,0.47,183.0,390.0,0.0,390.0
181853,2016,1,31,0.53,58.0,110.0,0.0,110.0
181853,2016,2,31,,,,,
181853,2016,99,31,0.53,58.0,110.0,0.0,110.0
181880,2016,1,32,0.75,47.0,66.0,3.0,63.0
181880,2016,2,32,,,,,
181880,2016,99,32,0.75,47.0,66.0,3.0,63.0
181941,2016,1,32,0.79,92.0,116.0,0.0,116.0
181941,2016,2,32,,,,,
181941,2016,99,32,0.79,92.0,116.0,0.0,116.0
182005,2016,1,32,,0.0,0.0,0.0,0.0
182005,2016,2,32,,0.0,0.0,0.0,0.0
182005,2016,99,32,,0.0,0.0,0.0,0.0
182111,2016,1,32,0.48,65.0,135.0,0.0,135.0
182111,2016,2,32,0.46,11.0,24.0,0.0,24.0
182111,2016,99,32,0.48,76.0,159.0,0.0,159.0
182148,2016,1,32,0.55,11.0,20.0,0.0,20.0
182148,2016,2,32,,,,,
182148,2016,99,32,0.55,11.0,20.0,0.0,20.0
182281,2016,1,32,0.77,2821.0,3658.0,0.0,3658.0
182281,2016,2,32,0.46,58.0,126.0,0.0,126.0
182281,2016,99,32,0.76,2879.0,3784.0,0.0,3784.0
182290,2016,1,32,0.81,3091.0,3818.0,0.0,3818.0
182290,2016,2,32,0.58,19.0,33.0,0.0,33.0
182290,2016,99,32,0.81,3110.0,3851.0,0.0,3851.0
182306,2016,1,32,0.82,14.0,17.0,0.0,17.0
182306,2016,2,32,0.19,4.0,21.0,0.0,21.0
182306,2016,99,32,0.47,18.0,38.0,0.0,38.0
182458,2016,1,32,0.65,57.0,88.0,0.0,88.0
182458,2016,2,32,0.6,3.0,5.0,0.0,5.0
182458,2016,99,32,0.65,60.0,93.0,0.0,93.0
182500,2016,1,32,0.65,488.0,755.0,0.0,755.0
182500,2016,2,32,0.46,354.0,776.0,0.0,776.0
182500,2016,99,32,0.55,842.0,1531.0,0.0,1531.0
182564,2016,1,32,,0.0,0.0,0.0,0.0
182564,2016,2,32,,0.0,0.0,0.0,0.0
182564,2016,99,32,,0.0,0.0,0.0,0.0
182634,2016,1,33,0.75,201.0,267.0,0.0,267.0
182634,2016,2,33,,0.0,0.0,0.0,0.0
182634,2016,99,33,0.75,201.0,267.0,0.0,267.0
182652,2016,1,33,0.93,25.0,27.0,0.0,27.0
182652,2016,2,33,,,,,
182652,2016,99,33,0.93,25.0,27.0,0.0,27.0
182670,2016,1,33,0.96,1072.0,1112.0,0.0,1112.0
182670,2016,2,33,,,,,
182670,2016,99,33,0.96,1072.0,1112.0,0.0,1112.0
182704,2016,1,33,0.58,7.0,12.0,0.0,12.0
182704,2016,2,33,0.63,5.0,8.0,0.0,8.0
182704,2016,99,33,0.6,12.0,20.0,0.0,20.0
182722,2016,1,33,0.93,13.0,14.0,0.0,14.0
182722,2016,2,33,1.0,2.0,2.0,0.0,2.0
182722,2016,99,33,0.94,15.0,16.0,0.0,16.0
182795,2016,1,33,0.62,259.0,417.0,0.0,417.0
182795,2016,2,33,,,,,
182795,2016,99,33,0.62,259.0,417.0,0.0,417.0
182892,2016,1,33,1.0,38.0,38.0,0.0,38.0
182892,2016,2,33,0.8,4.0,5.0,0.0,5.0
182892,2016,99,33,0.98,42.0,43.0,0.0,43.0
182917,2016,1,33,0.71,24.0,34.0,0.0,34.0
182917,2016,2,33,,0.0,0.0,0.0,0.0
182917,2016,99,33,0.71,24.0,34.0,0.0,34.0
182953,2016,1,33,0.69,31.0,45.0,0.0,45.0
182953,2016,2,33,0.56,5.0,9.0,0.0,9.0
182953,2016,99,33,0.67,36.0,54.0,0.0,54.0
182980,2016,1,33,0.6,227.0,379.0,0.0,379.0
182980,2016,2,33,0.33,1.0,3.0,0.0,3.0
182980,2016,99,33,0.6,228.0,382.0,0.0,382.0
182999,2016,1,33,0.97,32.0,33.0,0.0,33.0
182999,2016,2,33,,,,,
182999,2016,99,33,0.97,32.0,33.0,0.0,33.0
183026,2016,1,33,0.53,889.0,1666.0,0.0,1666.0
183026,2016,2,33,0.38,603.0,1605.0,0.0,1605.0
183026,2016,99,33,0.46,1492.0,3271.0,0.0,3271.0
183035,2016,1,33,,,,,
183035,2016,2,33,,,,,
183035,2016,99,33,,0.0,0.0,0.0,0.0
183044,2016,1,33,0.86,2686.0,3116.0,0.0,3116.0
183044,2016,2,33,,0.0,0.0,0.0,0.0
183044,2016,99,33,0.86,2686.0,3116.0,0.0,3116.0
183062,2016,1,33,0.75,691.0,918.0,1.0,917.0
183062,2016,2,33,1.0,2.0,2.0,0.0,2.0
183062,2016,99,33,0.75,693.0,920.0,1.0,919.0
183071,2016,1,33,0.86,36.0,42.0,0.0,42.0
183071,2016,2,33,,0.0,0.0,0.0,0.0
183071,2016,99,33,0.86,36.0,42.0,0.0,42.0
183080,2016,1,33,0.7,945.0,1343.0,0.0,1343.0
183080,2016,2,33,0.33,1.0,3.0,0.0,3.0
183080,2016,99,33,0.7,946.0,1346.0,0.0,1346.0
183099,2016,1,33,0.61,435.0,712.0,0.0,712.0
183099,2016,2,33,0.52,132.0,252.0,0.0,252.0
183099,2016,99,33,0.59,567.0,964.0,0.0,964.0
183105,2016,1,33,0.73,101.0,138.0,0.0,138.0
183105,2016,2,33,0.54,37.0,71.0,3.0,68.0
183105,2016,99,33,0.67,138.0,209.0,3.0,206.0
183114,2016,1,33,0.6,35.0,58.0,0.0,58.0
183114,2016,2,33,0.5,54.0,109.0,0.0,109.0
183114,2016,99,33,0.53,89.0,167.0,0.0,167.0
183123,2016,1,33,0.58,93.0,159.0,0.0,159.0
183123,2016,2,33,0.44,39.0,89.0,0.0,89.0
183123,2016,99,33,0.53,132.0,248.0,0.0,248.0
183132,2016,1,33,0.58,162.0,278.0,0.0,278.0
183132,2016,2,33,0.44,125.0,282.0,0.0,282.0
183132,2016,99,33,0.51,287.0,560.0,0.0,560.0
183141,2016,1,33,0.55,135.0,246.0,0.0,246.0
183141,2016,2,33,0.51,127.0,247.0,0.0,247.0
183141,2016,99,33,0.53,262.0,493.0,0.0,493.0
183150,2016,1,33,0.66,138.0,208.0,0.0,208.0
183150,2016,2,33,0.49,94.0,192.0,0.0,192.0
183150,2016,99,33,0.58,232.0,400.0,0.0,400.0
183202,2016,1,33,0.88,7.0,8.0,0.0,8.0
183202,2016,2,33,,,,,
183202,2016,99,33,0.88,7.0,8.0,0.0,8.0
183211,2016,1,33,0.78,142.0,183.0,0.0,183.0
183211,2016,2,33,0.75,3.0,4.0,0.0,4.0
183211,2016,99,33,0.78,145.0,187.0,0.0,187.0
183239,2016,1,33,0.85,450.0,528.0,0.0,528.0
183239,2016,2,33,,0.0,0.0,0.0,0.0
183239,2016,99,33,0.85,450.0,528.0,0.0,528.0
183248,2016,1,33,,,,,
183248,2016,2,33,,,,,
183248,2016,99,33,,0.0,0.0,0.0,0.0
183257,2016,1,33,0.58,18.0,31.0,0.0,31.0
183257,2016,2,33,0.63,5.0,8.0,0.0,8.0
183257,2016,99,33,0.59,23.0,39.0,0.0,39.0
183275,2016,1,33,1.0,10.0,10.0,0.0,10.0
183275,2016,2,33,,,,,
183275,2016,99,33,1.0,10.0,10.0,0.0,10.0
183488,2016,1,34,0.54,45.0,83.0,0.0,83.0
183488,2016,2,34,0.75,6.0,8.0,0.0,8.0
183488,2016,99,34,0.56,51.0,91.0,0.0,91.0
183600,2016,1,34,1.0,7.0,7.0,0.0,7.0
183600,2016,2,34,1.0,3.0,4.0,1.0,3.0
183600,2016,99,34,1.0,10.0,11.0,1.0,10.0
183655,2016,1,34,0.64,567.0,881.0,0.0,881.0
183655,2016,2,34,0.43,159.0,371.0,1.0,370.0
183655,2016,99,34,0.58,726.0,1252.0,1.0,1251.0
183725,2016,1,34,0.82,82.0,100.0,0.0,100.0
183725,2016,2,34,,0.0,0.0,0.0,0.0
183725,2016,99,34,0.82,82.0,100.0,0.0,100.0
183743,2016,1,34,0.64,1618.0,2515.0,0.0,2515.0
183743,2016,2,34,0.49,230.0,472.0,0.0,472.0
183743,2016,99,34,0.62,1848.0,2987.0,0.0,2987.0
183789,2016,1,34,0.65,107.0,165.0,0.0,165.0
183789,2016,2,34,0.5,2.0,4.0,0.0,4.0
183789,2016,99,34,0.64,109.0,169.0,0.0,169.0
183804,2016,1,34,,,,,
183804,2016,2,34,,,,,
183804,2016,99,34,,0.0,0.0,0.0,0.0
183822,2016,1,34,0.65,278.0,431.0,0.0,431.0
183822,2016,2,34,0.0,0.0,4.0,0.0,4.0
183822,2016,99,34,0.64,278.0,435.0,0.0,435.0
183859,2016,1,34,0.7,1427.0,2028.0,0.0,2028.0
183859,2016,2,34,0.53,295.0,559.0,0.0,559.0
183859,2016,99,34,0.67,1722.0,2587.0,0.0,2587.0
183877,2016,1,34,0.66,999.0,1503.0,0.0,1503.0
183877,2016,2,34,0.42,156.0,373.0,0.0,373.0
183877,2016,99,34,0.62,1155.0,1876.0,0.0,1876.0
183910,2016,1,34,0.77,266.0,347.0,0.0,347.0
183910,2016,2,34,0.33,2.0,6.0,0.0,6.0
183910,2016,99,34,0.76,268.0,353.0,0.0,353.0
183938,2016,1,34,0.65,1043.0,1597.0,0.0,1597.0
183938,2016,2,34,0.37,174.0,476.0,0.0,476.0
183938,2016,99,34,0.59,1217.0,2073.0,0.0,2073.0
183974,2016,1,34,0.87,190.0,218.0,0.0,218.0
183974,2016,2,34,1.0,2.0,2.0,0.0,2.0
183974,2016,99,34,0.87,192.0,220.0,0.0,220.0
183983,2016,1,34,0.77,41.0,53.0,0.0,53.0
183983,2016,2,34,,,,,
183983,2016,99,34,0.77,41.0,53.0,0.0,53.0
184047,2016,1,34,0.56,18.0,32.0,0.0,32.0
184047,2016,2,34,,,,,
184047,2016,99,34,0.56,18.0,32.0,0.0,32.0
184056,2016,1,34,0.68,54.0,80.0,0.0,80.0
184056,2016,2,34,0.77,10.0,13.0,0.0,13.0
184056,2016,99,34,0.69,64.0,93.0,0.0,93.0
184092,2016,1,34,0.69,47.0,68.0,0.0,68.0
184092,2016,2,34,,,,,
184092,2016,99,34,0.69,47.0,68.0,0.0,68.0
184180,2016,1,34,0.74,902.0,1218.0,0.0,1218.0
184180,2016,2,34,0.61,323.0,533.0,0.0,533.0
184180,2016,99,34,0.7,1225.0,1751.0,0.0,1751.0
184205,2016,1,34,0.63,463.0,730.0,0.0,730.0
184205,2016,2,34,0.51,105.0,206.0,0.0,206.0
184205,2016,99,34,0.61,568.0,936.0,0.0,936.0
184278,2016,1,34,,,,,
184278,2016,2,34,,,,,
184278,2016,99,34,,0.0,0.0,0.0,0.0
184348,2016,1,34,0.87,311.0,356.0,0.0,356.0
184348,2016,2,34,1.0,1.0,1.0,0.0,1.0
184348,2016,99,34,0.87,312.0,357.0,0.0,357.0
184427,2016,1,34,0.87,77.0,89.0,0.0,89.0
184427,2016,2,34,0.89,16.0,18.0,0.0,18.0
184427,2016,99,34,0.87,93.0,107.0,0.0,107.0
184481,2016,1,34,0.59,1038.0,1771.0,0.0,1771.0
184481,2016,2,34,0.4,203.0,505.0,0.0,505.0
184481,2016,99,34,0.55,1241.0,2276.0,0.0,2276.0
184506,2016,1,34,0.82,27.0,33.0,0.0,33.0
184506,2016,2,34,0.71,5.0,7.0,0.0,7.0
184506,2016,99,34,0.8,32.0,40.0,0.0,40.0
184603,2016,1,34,0.75,302.0,404.0,0.0,404.0
184603,2016,2,34,0.5,2.0,4.0,0.0,4.0
184603,2016,99,34,0.75,304.0,408.0,0.0,408.0
184612,2016,1,34,0.84,249.0,296.0,0.0,296.0
184612,2016,2,34,1.0,2.0,2.0,0.0,2.0
184612,2016,99,34,0.84,251.0,298.0,0.0,298.0
184694,2016,1,34,0.78,542.0,692.0,0.0,692.0
184694,2016,2,34,0.0,0.0,4.0,0.0,4.0
184694,2016,99,34,0.78,542.0,696.0,0.0,696.0
184746,2016,1,34,0.83,82.0,99.0,0.0,99.0
184746,2016,2,34,0.7,16.0,23.0,0.0,23.0
184746,2016,99,34,0.8,98.0,122.0,0.0,122.0
184773,2016,1,34,0.85,126.0,149.0,0.0,149.0
184773,2016,2,34,1.0,2.0,2.0,0.0,2.0
184773,2016,99,34,0.85,128.0,151.0,0.0,151.0
184782,2016,1,34,0.85,1879.0,2222.0,0.0,2222.0
184782,2016,2,34,0.63,5.0,8.0,0.0,8.0
184782,2016,99,34,0.84,1884.0,2230.0,0.0,2230.0
184791,2016,1,34,0.64,1139.0,1770.0,0.0,1770.0
184791,2016,2,34,0.44,244.0,556.0,0.0,556.0
184791,2016,99,34,0.59,1383.0,2326.0,0.0,2326.0
184816,2016,1,34,0.76,13.0,17.0,0.0,17.0
184816,2016,2,34,0.33,1.0,3.0,0.0,3.0
184816,2016,99,34,0.7,14.0,20.0,0.0,20.0
184870,2016,1,34,0.61,71.0,117.0,0.0,117.0
184870,2016,2,34,0.59,26.0,44.0,0.0,44.0
184870,2016,99,34,0.6,97.0,161.0,0.0,161.0
184959,2016,1,34,0.52,27.0,52.0,0.0,52.0
184959,2016,2,34,0.67,14.0,21.0,0.0,21.0
184959,2016,99,34,0.56,41.0,73.0,0.0,73.0
184968,2016,1,34,,0.0,0.0,0.0,0.0
184968,2016,2,34,,0.0,0.0,0.0,0.0
184968,2016,99,34,,0.0,0.0,0.0,0.0
184995,2016,1,34,0.56,1057.0,1896.0,0.0,1896.0
184995,2016,2,34,0.38,148.0,387.0,0.0,387.0
184995,2016,99,34,0.53,1205.0,2283.0,0.0,2283.0
185129,2016,1,34,0.78,611.0,787.0,0.0,787.0
185129,2016,2,34,0.5,16.0,32.0,0.0,32.0
185129,2016,99,34,0.77,627.0,819.0,0.0,819.0
185174,2016,1,34,0.72,28.0,39.0,0.0,39.0
185174,2016,2,34,,,,,
185174,2016,99,34,0.72,28.0,39.0,0.0,39.0
185262,2016,1,34,0.73,1084.0,1490.0,0.0,1490.0
185262,2016,2,34,0.5,14.0,28.0,0.0,28.0
185262,2016,99,34,0.72,1098.0,1518.0,0.0,1518.0
185332,2016,1,34,0.61,63.0,103.0,0.0,103.0
185332,2016,2,34,0.54,19.0,35.0,0.0,35.0
185332,2016,99,34,0.59,82.0,138.0,0.0,138.0
185396,2016,1,34,0.72,227.0,315.0,0.0,315.0
185396,2016,2,34,0.66,27.0,41.0,0.0,41.0
185396,2016,99,34,0.71,254.0,356.0,0.0,356.0
185466,2016,1,34,0.99,141.0,143.0,0.0,143.0
185466,2016,2,34,0.89,65.0,73.0,0.0,73.0
185466,2016,99,34,0.95,206.0,216.0,0.0,216.0
185509,2016,1,34,0.68,764.0,1128.0,0.0,1128.0
185509,2016,2,34,0.47,289.0,620.0,0.0,620.0
185509,2016,99,34,0.6,1053.0,1748.0,0.0,1748.0
185536,2016,1,34,0.69,1285.0,1861.0,0.0,1861.0
185536,2016,2,34,0.49,308.0,630.0,0.0,630.0
185536,2016,99,34,0.64,1593.0,2491.0,0.0,2491.0
185572,2016,1,34,0.79,892.0,1128.0,0.0,1128.0
185572,2016,2,34,,0.0,0.0,0.0,0.0
185572,2016,99,34,0.79,892.0,1128.0,0.0,1128.0
185590,2016,1,34,0.83,2574.0,3098.0,0.0,3098.0
185590,2016,2,34,0.41,7.0,17.0,0.0,17.0
185590,2016,99,34,0.83,2581.0,3115.0,0.0,3115.0
185651,2016,1,34,1.0,1.0,1.0,0.0,1.0
185651,2016,2,34,,,,,
185651,2016,99,34,1.0,1.0,1.0,0.0,1.0
185679,2016,1,34,,0.0,0.0,0.0,0.0
185679,2016,2,34,1.0,1.0,1.0,0.0,1.0
185679,2016,99,34,1.0,1.0,1.0,0.0,1.0
185721,2016,1,34,0.68,46.0,68.0,0.0,68.0
185721,2016,2,34,0.71,5.0,7.0,0.0,7.0
185721,2016,99,34,0.68,51.0,75.0,0.0,75.0
185767,2016,1,34,0.63,10.0,16.0,0.0,16.0
185767,2016,2,34,0.8,12.0,15.0,0.0,15.0
185767,2016,99,34,0.71,22.0,31.0,0.0,31.0
185828,2016,1,34,0.88,876.0,1000.0,0.0,1000.0
185828,2016,2,34,0.81,87.0,108.0,0.0,108.0
185828,2016,99,34,0.87,963.0,1108.0,0.0,1108.0
185873,2016,1,34,0.71,1103.0,1546.0,0.0,1546.0
185873,2016,2,34,0.45,134.0,296.0,0.0,296.0
185873,2016,99,34,0.67,1237.0,1842.0,0.0,1842.0
185970,2016,1,34,0.83,25.0,30.0,0.0,30.0
185970,2016,2,34,0.62,13.0,21.0,0.0,21.0
185970,2016,99,34,0.75,38.0,51.0,0.0,51.0
186016,2016,1,34,0.9,27.0,30.0,0.0,30.0
186016,2016,2,34,1.0,7.0,7.0,0.0,7.0
186016,2016,99,34,0.92,34.0,37.0,0.0,37.0
186034,2016,1,34,0.63,515.0,820.0,0.0,820.0
186034,2016,2,34,0.43,201.0,470.0,0.0,470.0
186034,2016,99,34,0.56,716.0,1290.0,0.0,1290.0
186052,2016,1,34,0.13,92.0,685.0,0.0,685.0
186052,2016,2,34,0.22,49.0,225.0,0.0,225.0
186052,2016,99,34,0.15,141.0,910.0,0.0,910.0
186131,2016,1,34,0.98,1290.0,1317.0,0.0,1317.0
186131,2016,2,34,,,,,
186131,2016,99,34,0.98,1290.0,1317.0,0.0,1317.0
186186,2016,1,34,0.48,20.0,42.0,0.0,42.0
186186,2016,2,34,,,,,
186186,2016,99,34,0.48,20.0,42.0,0.0,42.0
186201,2016,1,34,0.86,799.0,928.0,0.0,928.0
186201,2016,2,34,1.0,3.0,3.0,0.0,3.0
186201,2016,99,34,0.86,802.0,931.0,0.0,931.0
186274,2016,1,34,1.0,5.0,5.0,0.0,5.0
186274,2016,2,34,1.0,3.0,3.0,0.0,3.0
186274,2016,99,34,1.0,8.0,8.0,0.0,8.0
186283,2016,1,34,0.78,670.0,861.0,0.0,861.0
186283,2016,2,34,0.75,3.0,4.0,0.0,4.0
186283,2016,99,34,0.78,673.0,865.0,0.0,865.0
186335,2016,1,34,0.88,21.0,24.0,0.0,24.0
186335,2016,2,34,0.67,2.0,3.0,0.0,3.0
186335,2016,99,34,0.85,23.0,27.0,0.0,27.0
186371,2016,1,34,0.89,374.0,422.0,0.0,422.0
186371,2016,2,34,0.0,0.0,7.0,0.0,7.0
186371,2016,99,34,0.87,374.0,429.0,0.0,429.0
186380,2016,1,34,0.93,5916.0,6389.0,0.0,6389.0
186380,2016,2,34,0.4,2.0,5.0,0.0,5.0
186380,2016,99,34,0.93,5918.0,6394.0,0.0,6394.0
186399,2016,1,34,0.84,1002.0,1192.0,0.0,1192.0
186399,2016,2,34,0.5,4.0,8.0,0.0,8.0
186399,2016,99,34,0.84,1006.0,1200.0,0.0,1200.0
186405,2016,1,34,,,,,
186405,2016,2,34,,,,,
186405,2016,99,34,,0.0,0.0,0.0,0.0
186423,2016,1,34,,,,,
186423,2016,2,34,,,,,
186423,2016,99,34,,0.0,0.0,0.0,0.0
186432,2016,1,34,0.81,457.0,567.0,0.0,567.0
186432,2016,2,34,1.0,1.0,1.0,0.0,1.0
186432,2016,99,34,0.81,458.0,568.0,0.0,568.0
186469,2016,1,34,0.72,157.0,219.0,0.0,219.0
186469,2016,2,34,0.3,40.0,133.0,0.0,133.0
186469,2016,99,34,0.56,197.0,352.0,0.0,352.0
186584,2016,1,34,0.85,1197.0,1404.0,1.0,1403.0
186584,2016,2,34,0.5,1.0,2.0,0.0,2.0
186584,2016,99,34,0.85,1198.0,1406.0,1.0,1405.0
186593,2016,1,34,0.85,22.0,26.0,0.0,26.0
186593,2016,2,34,0.69,9.0,13.0,0.0,13.0
186593,2016,99,34,0.79,31.0,39.0,0.0,39.0
186618,2016,1,34,0.56,57.0,101.0,0.0,101.0
186618,2016,2,34,,,,,
186618,2016,99,34,0.56,57.0,101.0,0.0,101.0
186645,2016,1,34,0.68,746.0,1097.0,0.0,1097.0
186645,2016,2,34,0.48,147.0,308.0,0.0,308.0
186645,2016,99,34,0.64,893.0,1405.0,0.0,1405.0
186867,2016,1,34,0.95,648.0,686.0,1.0,685.0
186867,2016,2,34,,,,,
186867,2016,99,34,0.95,648.0,686.0,1.0,685.0
186876,2016,1,34,0.86,992.0,1151.0,0.0,1151.0
186876,2016,2,34,,0.0,0.0,0.0,0.0
186876,2016,99,34,0.86,992.0,1151.0,0.0,1151.0
186900,2016,1,34,0.41,7.0,17.0,0.0,17.0
186900,2016,2,34,,,,,
186900,2016,99,34,0.41,7.0,17.0,0.0,17.0
187000,2016,1,34,0.84,61.0,73.0,0.0,73.0
187000,2016,2,34,,,,,
187000,2016,99,34,0.84,61.0,73.0,0.0,73.0
187046,2016,1,34,,0.0,0.0,0.0,0.0
187046,2016,2,34,,0.0,0.0,0.0,0.0
187046,2016,99,34,,0.0,0.0,0.0,0.0
187134,2016,1,34,0.94,1361.0,1451.0,0.0,1451.0
187134,2016,2,34,0.5,1.0,2.0,0.0,2.0
187134,2016,99,34,0.94,1362.0,1453.0,0.0,1453.0
187198,2016,1,34,0.63,913.0,1460.0,0.0,1460.0
187198,2016,2,34,0.4,285.0,708.0,0.0,708.0
187198,2016,99,34,0.55,1198.0,2168.0,0.0,2168.0
187444,2016,1,34,0.75,997.0,1327.0,0.0,1327.0
187444,2016,2,34,0.57,4.0,7.0,0.0,7.0
187444,2016,99,34,0.75,1001.0,1334.0,0.0,1334.0
187505,2016,1,35,0.54,195.0,382.0,19.0,363.0
187505,2016,2,35,,,,,
187505,2016,99,35,0.54,195.0,382.0,19.0,363.0
187532,2016,1,35,0.62,1152.0,1857.0,0.0,1857.0
187532,2016,2,35,0.39,465.0,1184.0,1.0,1183.0
187532,2016,99,35,0.53,1617.0,3041.0,1.0,3040.0
187596,2016,1,35,0.68,13.0,19.0,0.0,19.0
187596,2016,2,35,0.5,1.0,2.0,0.0,2.0
187596,2016,99,35,0.67,14.0,21.0,0.0,21.0
187602,2016,1,35,1.0,16.0,16.0,0.0,16.0
187602,2016,2,35,,,,,
187602,2016,99,35,1.0,16.0,16.0,0.0,16.0
187620,2016,1,35,0.58,550.0,949.0,0.0,949.0
187620,2016,2,35,0.45,81.0,179.0,0.0,179.0
187620,2016,99,35,0.56,631.0,1128.0,0.0,1128.0
187639,2016,1,35,0.69,200.0,290.0,0.0,290.0
187639,2016,2,35,0.36,56.0,157.0,0.0,157.0
187639,2016,99,35,0.57,256.0,447.0,0.0,447.0
187648,2016,1,35,0.59,353.0,601.0,0.0,601.0
187648,2016,2,35,0.17,1.0,6.0,0.0,6.0
187648,2016,99,35,0.58,354.0,607.0,0.0,607.0
187666,2016,1,35,0.56,258.0,461.0,0.0,461.0
187666,2016,2,35,0.41,39.0,94.0,0.0,94.0
187666,2016,99,35,0.54,297.0,555.0,0.0,555.0
187745,2016,1,35,0.5,12.0,24.0,0.0,24.0
187745,2016,2,35,0.55,6.0,11.0,0.0,11.0
187745,2016,99,35,0.51,18.0,35.0,0.0,35.0
187897,2016,1,35,0.53,157.0,298.0,0.0,298.0
187897,2016,2,35,,0.0,0.0,0.0,0.0
187897,2016,99,35,0.53,157.0,298.0,0.0,298.0
187903,2016,1,35,0.68,184.0,271.0,0.0,271.0
187903,2016,2,35,0.52,168.0,324.0,0.0,324.0
187903,2016,99,35,0.59,352.0,595.0,0.0,595.0
187912,2016,1,35,0.46,106.0,229.0,0.0,229.0
