year,unitid,reqt_test_scores,open_admissions_policy,reqt_hs_gpa,reqt_recommendations,sat_number_submitting,sat_percent_submitting,act_number_submitting,act_percent_submitting,sat_crit_read_25_pctl,sat_crit_read_75_pctl,sat_math_25_pctl,sat_math_75_pctl,act_composite_25_pctl,act_composite_75_pctl,act_english_25_pctl,act_english_75_pctl,act_math_25_pctl,act_math_75_pctl,sat_writing_25_pctl,sat_writing_75_pctl,act_writing_25_pctl,act_writing_75_pctl
2017,190099,Required,No,Required,Required,277.0,36.0,494.0,64.0,660.0,730.0,650.0,770.0,31.0,33.0,31.0,35.0,28.0,33.0,,,,
2017,190114,Recommended,No,Recommended,Recommended,,,,,,,,,,,,,,,,,,
2017,190150,Required,No,Recommended,Required,909.0,59.0,875.0,57.0,700.0,780.0,710.0,790.0,31.0,34.0,33.0,35.0,29.0,35.0,,,,
2017,190169,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190239,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190248,Considered,No,Required,Required,84.0,56.0,23.0,15.0,480.0,560.0,450.0,580.0,18.0,24.0,17.0,23.0,17.0,23.0,,,,
2017,190293,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190309,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190318,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190372,Required,No,Required,Required,143.0,70.0,82.0,40.0,650.0,740.0,660.0,790.0,28.0,34.0,28.0,34.0,28.0,35.0,,,,
2017,190415,Required,No,Considered,Required,2129.0,64.0,1878.0,56.0,690.0,760.0,700.0,790.0,31.0,34.0,32.0,35.0,30.0,35.0,,,,
2017,190424,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190442,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190451,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,190503,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,190512,Required,No,Required,Recommended,1138.0,71.0,0.0,0.0,580.0,660.0,610.0,690.0,,,,,,,,,,
2017,190521,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190530,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190549,Required,No,Required,Neither required nor recommended,1340.0,81.0,0.0,0.0,520.0,600.0,530.0,610.0,,,,,,,,,,
2017,190558,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190567,Required,No,Required,Neither required nor recommended,1326.0,78.0,0.0,0.0,510.0,610.0,530.0,630.0,,,,,,,,,,
2017,190576,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190585,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190594,Required,No,Required,Neither required nor recommended,1870.0,80.0,0.0,0.0,550.0,630.0,570.0,660.0,,,,,,,,,,
2017,190600,Required,No,Required,Neither required nor recommended,1535.0,83.0,0.0,0.0,490.0,570.0,490.0,560.0,,,,,,,,,,
2017,190619,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190628,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190637,Required,No,Required,Neither required nor recommended,727.0,77.0,0.0,0.0,490.0,560.0,480.0,540.0,,,,,,,,,,
2017,190646,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190655,Recommended,No,Required,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,190664,Required,No,Required,Neither required nor recommended,1174.0,70.0,0.0,0.0,520.0,600.0,540.0,620.0,,,,,,,,,,
2017,190673,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190682,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190691,Required,No,Required,Neither required nor recommended,899.0,79.0,0.0,0.0,440.0,520.0,440.0,520.0,,,,,,,,,,
2017,190707,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190716,Required,No,Required,Considered,229.0,83.0,130.0,47.0,360.0,480.0,350.0,450.0,20.0,26.0,19.0,24.0,19.0,25.0,,,,
2017,190725,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,190752,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,190761,Considered,No,Required,Considered,198.0,86.0,53.0,23.0,450.0,540.0,430.0,540.0,17.0,22.0,,,,,,,,
2017,190840,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190956,Considered,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,190974,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190983,Neither required nor recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,191083,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,191126,Neither required nor recommended,No,Required,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,191199,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,191205,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,191241,Required,No,Required,Required,1445.0,63.0,1114.0,49.0,620.0,700.0,610.0,710.0,27.0,31.0,27.0,34.0,26.0,30.0,,,,
2017,191287,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,191302,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,191311,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,191320,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,191339,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,191409,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,191515,Required,No,Required,Required,173.0,36.0,227.0,47.0,680.0,750.0,680.0,760.0,31.0,33.0,,,,,,,,
2017,191533,Considered,No,Required,Considered,179.0,51.0,56.0,16.0,460.0,540.0,460.0,560.0,21.0,26.0,,,,,,,,
2017,191597,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,191612,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,191621,Neither required nor recommended,No,Required,Recommended,,,,,,,,,,,,,,,,,,
2017,191630,Considered,No,Considered,Required,250.0,39.0,189.0,30.0,580.0,670.0,570.0,660.0,25.0,30.0,24.0,31.0,24.0,28.0,,,,
2017,191649,Considered,No,Required,Required,1080.0,66.0,539.0,33.0,570.0,660.0,560.0,650.0,24.0,29.0,23.0,31.0,23.0,28.0,,,,
2017,191676,Considered,No,Required,Required,166.0,76.0,86.0,39.0,540.0,670.0,520.0,650.0,22.0,29.0,21.0,28.0,20.0,27.0,,,,
2017,191719,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,191728,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,191834,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,191931,Required,No,Required,Recommended,671.0,78.0,189.0,22.0,500.0,590.0,480.0,590.0,20.0,25.0,,,,,,,,
2017,191940,Neither required nor recommended,No,Considered,Required,,,,,,,,,,,,,,,,,,
2017,191959,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,191968,Neither required nor recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,191986,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,192004,Neither required nor recommended,No,Recommended,Recommended,,,,,,,,,,,,,,,,,,
2017,192022,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,192040,Required,No,Considered,Required,23.0,56.0,20.0,49.0,660.0,720.0,660.0,720.0,29.0,32.0,30.0,35.0,27.0,32.0,,,,
2017,192110,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,192165,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,192192,Considered,No,Required,Required,201.0,54.0,70.0,19.0,490.0,570.0,490.0,570.0,19.0,24.0,17.0,23.0,18.0,24.0,,,,
2017,192271,Considered,No,Required,Required,181.0,72.0,67.0,26.0,480.0,570.0,460.0,530.0,18.0,24.0,18.0,23.0,16.0,23.0,,,,
2017,192323,Considered,No,Required,Required,405.0,74.0,153.0,28.0,540.0,620.0,540.0,620.0,22.0,27.0,21.0,27.0,22.0,27.0,,,,
2017,192439,Required,No,Required,Required,472.0,70.0,102.0,15.0,500.0,610.0,500.0,630.0,19.0,27.0,18.0,28.0,20.0,27.0,,,,
2017,192448,Required,No,Required,Required,507.0,73.0,273.0,39.0,530.0,620.0,525.0,620.0,21.0,26.0,21.0,26.0,20.0,26.0,,,,
2017,192457,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,192484,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,192509,Neither required nor recommended,No,Neither required nor recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,192554,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,192563,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,192624,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,192688,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,192703,Required,No,Required,Required,594.0,73.0,220.0,27.0,530.0,623.0,520.0,620.0,23.0,28.0,23.0,30.0,22.0,28.0,,,,
2017,192712,Neither required nor recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,192749,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,192785,Recommended,No,Required,Recommended,,,,,,,,,,,,,,,,,,
2017,192800,Neither required nor recommended,No,Neither required nor recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,192819,Neither required nor recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,192864,Considered,No,Required,Required,57.0,10.0,179.0,33.0,475.0,610.0,430.0,590.0,21.0,27.0,22.0,30.0,18.0,26.0,,,,
2017,192925,Required,No,Considered,Considered,285.0,79.0,80.0,22.0,430.0,550.0,420.0,530.0,17.0,23.0,15.0,22.0,16.0,23.0,,,,
2017,192961,Neither required nor recommended,No,Recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,192970,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,193016,Neither required nor recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,193052,Neither required nor recommended,No,Neither required nor recommended,Recommended,,,,,,,,,,,,,,,,,,
2017,193061,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,193070,Neither required nor recommended,No,Neither required nor recommended,Recommended,,,,,,,,,,,,,,,,,,
2017,193122,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,193186,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,193201,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,193247,Neither required nor recommended,No,Neither required nor recommended,Recommended,,,,,,,,,,,,,,,,,,
2017,193265,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,193283,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,193292,Required,No,Required,Recommended,370.0,84.0,157.0,36.0,530.0,610.0,530.0,600.0,21.0,27.0,,,,,,,,
2017,193308,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,193326,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,193353,Required,No,Required,Required,356.0,89.0,127.0,32.0,500.0,590.0,500.0,570.0,19.0,24.0,17.0,23.0,18.0,23.0,,,,
2017,193399,Required,No,Required,Required,363.0,81.0,84.0,19.0,450.0,540.0,430.0,520.0,18.0,22.0,16.0,21.0,16.0,21.0,,,,
2017,193405,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,193478,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,193584,Neither required nor recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,193609,Neither required nor recommended,No,Recommended,Required,,,,,,,,,,,,,,,,,,
2017,193645,Required,No,Required,Recommended,184.0,93.0,11.0,6.0,450.0,550.0,430.0,530.0,18.0,21.0,16.0,20.0,18.0,22.0,,,,
2017,193654,Considered,No,Recommended,Required,409.0,26.0,278.0,17.0,570.0,660.0,530.0,650.0,24.0,28.0,24.0,31.0,22.0,28.0,,,,
2017,193672,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,193751,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,193821,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,193830,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,193858,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,193894,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,193900,Required,No,Required,Required,3566.0,59.0,2809.0,47.0,650.0,730.0,640.0,760.0,29.0,33.0,,,,,,,,
2017,193946,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,193973,Required,No,Required,Recommended,510.0,86.0,134.0,23.0,510.0,600.0,510.0,600.0,21.0,26.0,19.0,24.0,19.0,26.0,,,,
2017,193991,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,194028,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,194073,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,194091,Required,No,Required,Required,694.0,84.0,145.0,18.0,510.0,610.0,520.0,620.0,21.0,27.0,20.0,27.0,20.0,27.0,,,,
2017,194116,Required,No,Required,Required,13.0,52.0,4.0,16.0,475.0,580.0,450.0,550.0,18.0,29.0,19.0,30.0,18.0,28.0,,,,
2017,194161,Required,No,Required,Required,123.0,70.0,43.0,24.0,440.0,560.0,420.0,550.0,17.0,23.0,,,,,,,,
2017,194189,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,194222,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,194240,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,194259,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,194310,Required,No,Required,Required,1543.0,75.0,607.0,30.0,530.0,620.0,510.0,600.0,21.0,27.0,,,,,,,,
2017,194392,Recommended,No,Required,Recommended,,,,,,,,,,,,,,,,,,
2017,194435,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,194499,Neither required nor recommended,No,Neither required nor recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,194569,Neither required nor recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,194578,Required,No,Required,Required,509.0,61.0,263.0,31.0,510.0,630.0,530.0,660.0,24.0,29.0,15.0,26.0,14.0,26.0,,,,
2017,194657,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,194666,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,194693,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,194736,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,194763,Neither required nor recommended,No,Neither required nor recommended,Recommended,,,,,,,,,,,,,,,,,,
2017,194824,Required,No,Required,Required,1101.0,66.0,562.0,34.0,640.0,730.0,680.0,770.0,28.0,32.0,,,,,,,,
2017,194879,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,194958,Required,No,Required,Required,171.0,78.0,42.0,19.0,520.0,620.0,520.0,610.0,21.0,27.0,20.0,27.0,20.0,27.0,,,,
2017,195003,Required,No,Required,Required,1719.0,62.0,1053.0,38.0,590.0,680.0,600.0,700.0,26.0,32.0,24.0,31.0,26.0,31.0,,,,
2017,195030,Considered,No,Neither required nor recommended,Required,860.0,64.0,665.0,49.0,640.0,720.0,660.0,770.0,29.0,33.0,28.0,34.0,28.0,34.0,,,,
2017,195049,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,195058,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,195067,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,195128,Neither required nor recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,195155,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,195164,Required,No,Required,Required,379.0,86.0,188.0,43.0,510.0,610.0,510.0,610.0,21.0,27.0,20.0,26.0,19.0,27.0,,,,
2017,195173,Required,No,Required,Considered,402.0,92.0,50.0,11.0,480.0,570.0,470.0,550.0,20.0,24.0,,,,,,,,
2017,195191,Recommended,No,Recommended,Required,,,,,,,,,,,,,,,,,,
2017,195216,Considered,No,Required,Required,280.0,40.0,161.0,23.0,605.0,685.0,600.0,680.0,26.0,30.0,,,,,,,,
2017,195234,Neither required nor recommended,No,Required,Recommended,,,,,,,,,,,,,,,,,,
2017,195243,Required,No,Required,Recommended,204.0,81.0,61.0,24.0,440.0,560.0,440.0,550.0,17.0,23.0,,,,,,,,
2017,195289,Neither required nor recommended,No,Recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,195304,Considered,No,Required,Required,153.0,39.0,141.0,36.0,650.0,730.0,590.0,680.0,27.0,31.0,28.0,35.0,23.0,28.0,,,,
2017,195322,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,195438,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,195474,Recommended,No,Recommended,Required,,,,,,,,,,,,,,,,,,
2017,195526,Considered,No,Recommended,Required,277.0,42.0,247.0,37.0,610.0,700.0,595.0,700.0,27.0,31.0,27.0,34.0,26.0,30.0,,,,
2017,195544,Required,No,Required,Required,151.0,88.0,28.0,16.0,440.0,530.0,428.0,530.0,18.0,22.0,15.0,23.0,18.0,23.0,,,,
2017,195562,Required,No,Required,Required,321.0,80.0,113.0,28.0,510.0,580.0,520.0,600.0,22.0,25.0,20.0,25.0,20.0,26.0,,,,
2017,195580,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,195702,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,195720,Required,No,Required,Required,572.0,91.0,284.0,45.0,530.0,610.0,530.0,620.0,22.0,26.0,20.0,25.0,21.0,26.0,,,,
2017,195784,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,195809,Considered,No,Required,Considered,1995.0,67.0,513.0,17.0,540.0,620.0,520.0,630.0,22.0,29.0,,,,,,,,
2017,195827,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,195845,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,195933,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,195988,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,196006,Required,No,Required,Recommended,693.0,62.0,170.0,15.0,470.0,560.0,470.0,570.0,19.0,25.0,17.0,24.0,19.0,27.0,,,,
2017,196015,Required,No,Required,Recommended,322.0,47.0,77.0,11.0,450.0,540.0,430.0,540.0,17.0,22.0,15.0,21.0,16.0,23.0,,,,
2017,196024,Recommended,No,Required,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,196033,Required,No,Required,Recommended,596.0,85.0,85.0,12.0,440.0,540.0,430.0,530.0,17.0,22.0,,,,,,,,
2017,196042,Required,No,Required,Recommended,1176.0,91.0,321.0,25.0,490.0,570.0,490.0,570.0,19.0,23.0,,,,,,,,
2017,196051,Required,No,Required,Recommended,110.0,88.0,26.0,21.0,460.0,560.0,450.0,540.0,18.0,23.0,16.0,22.0,17.0,20.0,,,,
2017,196060,Required,No,Required,Required,2423.0,86.0,706.0,25.0,550.0,650.0,530.0,610.0,22.0,26.0,,,,,,,,
2017,196079,Required,No,Required,Required,2642.0,97.0,1375.0,50.0,640.0,711.0,650.0,720.0,28.0,31.0,,,,,,,,
2017,196088,Required,No,Required,Required,2698.0,66.0,1384.0,34.0,520.0,610.0,560.0,650.0,24.0,28.0,22.0,27.0,24.0,28.0,,,,
2017,196097,Required,No,Required,Required,2437.0,77.0,1197.0,38.0,590.0,680.0,620.0,730.0,26.0,31.0,24.0,32.0,26.0,32.0,,,,
2017,196103,Required,No,Required,Required,252.0,77.0,165.0,50.0,580.0,650.0,570.0,650.0,24.0,28.0,22.0,28.0,23.0,27.0,,,,
2017,196112,Required,No,Required,Required,429.0,93.0,88.0,19.0,470.0,650.0,530.0,640.0,20.0,28.0,23.0,29.0,25.0,30.0,,,,
2017,196121,Required,No,Required,Considered,1060.0,84.0,355.0,28.0,500.0,590.0,500.0,590.0,20.0,25.0,19.0,24.0,19.0,25.0,,,,
2017,196130,Required,No,Required,Recommended,1607.0,89.0,0.0,0.0,450.0,540.0,430.0,530.0,,,,,,,,,,
2017,196149,Considered,No,Considered,Required,872.0,68.0,352.0,27.0,520.0,600.0,530.0,600.0,22.0,25.0,20.0,25.0,21.0,26.0,,,,
2017,196158,Required,No,Required,Required,954.0,85.0,280.0,25.0,500.0,600.0,480.0,590.0,21.0,26.0,,,,,,,,
2017,196167,Required,No,Required,Recommended,911.0,68.0,417.0,31.0,570.0,650.0,550.0,650.0,24.0,29.0,,,,,,,,
2017,196176,Required,No,Required,Required,950.0,86.0,282.0,26.0,560.0,640.0,540.0,620.0,23.0,28.0,22.0,28.0,22.0,27.0,,,,
2017,196185,Required,No,Required,Required,1176.0,85.0,527.0,38.0,520.0,600.0,520.0,590.0,21.0,25.0,20.0,25.0,20.0,26.0,,,,
2017,196194,Required,No,Required,Required,1404.0,96.0,423.0,29.0,545.0,610.0,530.0,615.0,22.0,27.0,,,,,,,,
2017,196200,Neither required nor recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,196219,Considered,No,Required,Required,510.0,67.0,178.0,23.0,530.0,630.0,490.0,570.0,20.0,26.0,21.0,28.0,18.0,25.0,,,,
2017,196228,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,196237,Required,No,Required,Required,618.0,90.0,45.0,6.0,480.0,550.0,470.0,550.0,19.0,23.0,,,,,,,,
2017,196246,Required,No,Required,Required,947.0,85.0,285.0,26.0,530.0,600.0,520.0,590.0,21.0,25.0,19.0,25.0,20.0,24.0,,,,
2017,196255,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,196264,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,196291,Required,No,Required,Recommended,282.0,83.0,135.0,40.0,550.0,623.0,550.0,630.0,22.0,26.0,,,,,,,,
2017,196307,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,196389,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,196413,Required,No,Recommended,Required,2390.0,66.0,1628.0,45.0,580.0,670.0,580.0,680.0,25.0,30.0,25.0,31.0,24.0,29.0,,,,
2017,196431,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,196440,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,196468,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,196477,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,196565,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,196583,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,196592,Recommended,No,Recommended,Recommended,,,,,,,,,,,,,,,,,,
2017,196653,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,196680,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,196699,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,196866,Recommended,No,Recommended,Required,,,,,,,,,,,,,,,,,,
2017,196884,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,197018,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,197027,Required,No,Recommended,Required,185.0,66.0,209.0,75.0,580.0,620.0,630.0,660.0,26.0,28.0,25.0,28.0,26.0,28.0,,,,
2017,197036,Required,No,Recommended,Required,1076.0,86.0,1029.0,82.0,585.0,690.0,600.0,710.0,23.0,28.0,26.0,34.0,23.0,29.0,,,,
2017,197045,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,197133,Required,No,Required,Required,396.0,60.0,264.0,40.0,670.0,750.0,660.0,750.0,30.0,33.0,31.0,35.0,27.0,32.0,,,,
2017,197142,Neither required nor recommended,No,Required,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,197151,Required,No,Required,Recommended,354.0,74.0,123.0,26.0,520.0,620.0,500.0,610.0,21.0,27.0,,,,,,,,
2017,197197,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,197221,Required,No,Required,Required,21.0,81.0,11.0,42.0,680.0,750.0,760.0,790.0,30.0,34.0,32.0,35.0,31.0,34.0,,,,
2017,197230,Recommended,No,Considered,Required,,,,,,,,,,,,,,,,,,
2017,197285,Neither required nor recommended,No,Recommended,Recommended,,,,,,,,,,,,,,,,,,
2017,197294,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,197337,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,197522,Unreported,No,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,197531,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,197601,Neither required nor recommended,No,Neither required nor recommended,Recommended,,,,,,,,,,,,,,,,,,
2017,197610,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,197647,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,197674,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
