year,unitid,reqt_test_scores,open_admissions_policy,reqt_hs_gpa,reqt_recommendations,sat_number_submitting,sat_percent_submitting,act_number_submitting,act_percent_submitting,sat_crit_read_25_pctl,sat_crit_read_75_pctl,sat_math_25_pctl,sat_math_75_pctl,act_composite_25_pctl,act_composite_75_pctl,act_english_25_pctl,act_english_75_pctl,act_math_25_pctl,act_math_75_pctl,sat_writing_25_pctl,sat_writing_75_pctl,act_writing_25_pctl,act_writing_75_pctl
2017,180212,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,180249,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,180258,Recommended,No,Required,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,180276,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,180328,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,180373,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,180416,Required,No,Required,Neither required nor recommended,37.0,16.0,193.0,84.0,540.0,630.0,575.0,670.0,22.0,27.0,20.0,25.0,24.0,27.0,,,,
2017,180461,Required,No,Required,Neither required nor recommended,975.0,29.0,2618.0,78.0,550.0,650.0,540.0,650.0,21.0,28.0,20.0,27.0,20.0,27.0,,,,
2017,180489,Required,No,Required,Neither required nor recommended,411.0,31.0,1006.0,77.0,540.0,650.0,520.0,620.0,21.0,26.0,20.0,26.0,19.0,26.0,,,,
2017,180522,Recommended,No,Recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,180595,Required,No,Required,Recommended,75.0,30.0,203.0,82.0,450.0,590.0,460.0,560.0,20.0,25.0,18.0,24.0,18.0,25.0,,,,
2017,180647,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,180692,Required,No,Required,Neither required nor recommended,39.0,14.0,233.0,84.0,480.0,590.0,490.0,550.0,16.0,22.0,15.0,21.0,16.0,22.0,,,,
2017,180771,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,180814,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,180832,Required,No,Required,Neither required nor recommended,1.0,2.0,42.0,98.0,,,,,21.0,24.0,21.0,24.0,20.0,25.0,,,,
2017,180878,Required,No,Required,Required,0.0,0.0,50.0,94.0,,,,,20.0,25.0,19.0,24.0,19.0,24.0,,,,
2017,180902,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,180948,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,180957,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,180984,Required,No,Required,Neither required nor recommended,75.0,22.0,297.0,85.0,480.0,550.0,440.0,550.0,21.0,26.0,20.0,26.0,19.0,26.0,,,,
2017,181002,Required,No,Required,Required,254.0,23.0,985.0,88.0,520.0,640.0,550.0,650.0,25.0,30.0,24.0,31.0,24.0,28.0,,,,
2017,181020,Required,No,Required,Required,0.0,0.0,269.0,90.0,,,,,20.0,25.0,19.0,25.0,19.0,25.0,,,,
2017,181093,Required,No,Required,Recommended,0.0,0.0,19.0,100.0,,,,,18.0,21.0,21.0,24.0,17.0,21.0,,,,
2017,181127,Required,No,Required,Neither required nor recommended,32.0,11.0,280.0,91.0,480.0,570.0,490.0,580.0,20.0,25.0,19.0,25.0,18.0,25.0,,,,
2017,181145,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,181190,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,181215,Required,No,Neither required nor recommended,Neither required nor recommended,10.0,1.0,849.0,94.0,510.0,555.0,525.0,588.0,19.0,25.0,18.0,25.0,18.0,25.0,,,,
2017,181242,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,181297,Required,No,Required,Neither required nor recommended,0.0,0.0,39.0,87.0,,,,,21.0,25.0,21.0,24.0,21.0,25.0,,,,
2017,181303,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,181312,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,181330,Required,No,Required,Recommended,41.0,13.0,284.0,87.0,460.0,538.0,460.0,530.0,18.0,23.0,16.0,22.0,17.0,23.0,,,,
2017,181376,Required,No,Required,Considered,2.0,4.0,43.0,96.0,390.0,450.0,490.0,590.0,17.0,21.0,15.0,20.0,16.0,21.0,,,,
2017,181394,Required,No,Recommended,Recommended,6.0,1.0,2033.0,97.0,425.0,565.0,415.0,537.0,19.0,26.0,18.0,26.0,17.0,25.0,,,,
2017,181400,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,181419,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,181428,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,181446,Required,No,Required,Neither required nor recommended,19.0,5.0,400.0,99.0,530.0,670.0,510.0,630.0,22.0,28.0,20.0,27.0,21.0,27.0,,,,
2017,181464,Required,No,Required,Neither required nor recommended,346.0,7.0,4552.0,93.0,550.0,680.0,550.0,700.0,22.0,29.0,21.0,29.0,21.0,28.0,,,,
2017,181491,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,181534,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,181543,Required,No,Recommended,Required,0.0,0.0,2.0,100.0,,,,,18.0,21.0,17.0,20.0,20.0,24.0,,,,
2017,181604,Recommended,No,Recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,181640,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,181738,Required,No,Required,Required,34.0,22.0,142.0,90.0,505.0,600.0,460.0,550.0,19.0,26.0,17.0,25.0,19.0,27.0,,,,
2017,181747,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,181765,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,181783,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,181817,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,181853,Required,No,Required,Neither required nor recommended,45.0,29.0,94.0,71.0,440.0,550.0,450.0,540.0,18.0,24.0,16.0,24.0,17.0,23.0,,,,
2017,181880,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,181941,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,182005,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,182111,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,182148,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,182281,Required,No,Required,Neither required nor recommended,1403.0,34.0,3383.0,82.0,520.0,620.0,510.0,620.0,19.0,24.0,17.0,24.0,18.0,25.0,,,,
2017,182290,Required,No,Required,Neither required nor recommended,1877.0,52.0,2947.0,81.0,540.0,630.0,530.0,630.0,21.0,26.0,20.0,26.0,19.0,26.0,,,,
2017,182306,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,182458,Required,No,Required,Recommended,39.0,57.0,24.0,35.0,460.0,560.0,450.0,580.0,19.0,24.0,19.0,23.0,17.0,24.0,,,,
2017,182500,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,182519,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,182564,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,182634,Neither required nor recommended,No,Required,Considered,,,,,,,,,,,,,,,,,,
2017,182652,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,182670,Required,No,Required,Required,635.0,52.0,579.0,48.0,710.0,770.0,720.0,790.0,30.0,34.0,32.0,35.0,29.0,35.0,,,,
2017,182704,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,182722,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,182795,Considered,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,182829,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,182892,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,182917,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,182953,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,182980,Neither required nor recommended,No,Recommended,Required,,,,,,,,,,,,,,,,,,
2017,182999,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,183026,Neither required nor recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,183035,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,183044,Required,No,Required,Required,2733.0,91.0,612.0,20.0,540.0,630.0,530.0,630.0,23.0,28.0,22.0,28.0,22.0,27.0,,,,
2017,183062,Considered,No,Required,Required,871.0,91.0,94.0,10.0,480.0,580.0,450.0,560.0,18.0,24.0,17.0,24.0,18.0,24.0,,,,
2017,183071,Required,No,Required,Required,63.0,98.0,1.0,2.0,530.0,620.0,520.0,600.0,,,,,,,,,,
2017,183080,Neither required nor recommended,No,Required,Considered,,,,,,,,,,,,,,,,,,
2017,183099,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,183105,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,183114,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,183123,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,183132,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,183141,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,183150,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,183202,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,183211,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,183239,Considered,No,Required,Required,313.0,57.0,99.0,18.0,580.0,650.0,560.0,650.0,24.0,28.0,23.0,30.0,24.0,28.0,,,,
2017,183248,Neither required nor recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,183257,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,183275,Considered,No,Required,Required,8.0,61.0,1.0,7.0,630.0,700.0,500.0,610.0,,,,,,,,,,
2017,183327,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,183488,Neither required nor recommended,No,Neither required nor recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,183600,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,183655,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,183725,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,183743,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,183789,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,183804,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,183822,Considered,No,Required,Required,352.0,81.0,45.0,11.0,420.0,520.0,420.0,520.0,15.0,18.0,14.0,18.0,15.0,18.0,,,,
2017,183859,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,183877,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,183910,Required,No,Required,Recommended,330.0,91.0,69.0,19.0,470.0,570.0,460.0,580.0,17.0,22.0,15.0,22.0,17.0,24.0,,,,
2017,183938,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,183974,Required,No,Required,Recommended,184.0,86.0,49.0,23.0,450.0,560.0,440.0,540.0,19.0,24.0,18.0,24.0,19.0,23.0,,,,
2017,183983,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,184047,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,184056,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,184092,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,184180,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,184205,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,184278,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,184348,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,184427,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,184481,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,184506,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,184603,Required,No,Required,Required,492.0,87.0,60.0,11.0,500.0,600.0,502.0,600.0,20.0,25.0,,,,,,,,
2017,184612,Required,No,Required,Neither required nor recommended,280.0,91.0,58.0,19.0,450.0,540.0,450.0,540.0,17.0,22.0,15.0,21.0,16.0,23.0,,,,
2017,184694,Required,No,Required,Required,666.0,82.0,141.0,17.0,520.0,620.0,519.0,610.0,21.0,26.0,,,,,,,,
2017,184746,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,184773,Required,No,Required,Considered,193.0,89.0,20.0,9.0,460.0,570.0,450.0,550.0,17.0,22.0,15.0,24.0,16.0,18.0,,,,
2017,184782,Required,No,Required,Recommended,2235.0,91.0,416.0,17.0,540.0,630.0,510.0,630.0,22.0,28.0,21.0,28.0,22.0,28.0,,,,
2017,184791,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,184816,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,184870,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,184959,Neither required nor recommended,No,Neither required nor recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,184968,Neither required nor recommended,No,Neither required nor recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,184995,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,185129,Required,No,Required,Required,894.0,90.0,0.0,0.0,430.0,540.0,440.0,540.0,,,,,,,,,,
2017,185174,Neither required nor recommended,No,Recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,185262,Required,No,Required,Recommended,1249.0,70.0,233.0,13.0,440.0,540.0,440.0,530.0,16.0,22.0,,,,,,,,
2017,185332,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,185396,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,185466,Unreported,No,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,185509,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,185536,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,185572,Required,No,Required,Required,881.0,81.0,199.0,18.0,490.0,600.0,480.0,590.0,19.0,26.0,,,,,,,,
2017,185590,Considered,No,Required,Required,1205.0,40.0,0.0,0.0,500.0,580.0,490.0,570.0,,,,,,,,,,
2017,185651,Recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,185679,Recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,185721,Neither required nor recommended,No,Neither required nor recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,185758,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,185767,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,185828,Required,No,Required,Required,941.0,84.0,290.0,26.0,580.0,670.0,610.0,700.0,24.0,30.0,22.0,31.0,25.0,31.0,,,,
2017,185873,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,185970,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,186016,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,186034,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,186052,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,186122,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,186131,Required,No,Recommended,Required,854.0,65.0,709.0,54.0,710.0,780.0,720.0,790.0,31.0,35.0,33.0,35.0,30.0,35.0,,,,
2017,186186,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,186201,Required,No,Required,Required,795.0,87.0,245.0,27.0,530.0,620.0,520.0,610.0,21.0,26.0,20.0,26.0,19.0,26.0,,,,
2017,186274,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,186283,Required,No,Required,Required,871.0,86.0,234.0,23.0,500.0,600.0,490.0,590.0,19.0,26.0,19.0,26.0,17.0,25.0,,,,
2017,186335,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,186371,Required,No,Required,Neither required nor recommended,716.0,94.0,0.0,0.0,500.0,590.0,500.0,590.0,,,,,,,,,,
2017,186380,Required,No,Required,Neither required nor recommended,5086.0,81.0,0.0,0.0,590.0,680.0,600.0,720.0,,,,,,,,,,
2017,186399,Required,No,Required,Neither required nor recommended,1235.0,93.0,0.0,0.0,500.0,580.0,510.0,590.0,,,,,,,,,,
2017,186405,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,186423,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,186432,Considered,No,Required,Required,562.0,86.0,70.0,11.0,470.0,560.0,460.0,550.0,17.0,23.0,,,,,,,,
2017,186469,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,186584,Required,No,Required,Required,1149.0,79.0,474.0,32.0,570.0,640.0,570.0,640.0,24.0,28.0,23.0,29.0,23.0,27.0,,,,
2017,186593,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,186618,Required,No,Required,Required,147.0,90.0,0.0,0.0,400.0,500.0,390.0,480.0,,,,,,,,,,
2017,186645,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,186867,Considered,No,Required,Required,417.0,55.0,321.0,42.0,640.0,710.0,680.0,760.0,29.0,33.0,27.0,34.0,28.0,33.0,,,,
2017,186876,Required,No,Required,Required,1484.0,95.0,311.0,20.0,510.0,610.0,500.0,590.0,19.0,25.0,18.0,25.0,18.0,26.0,,,,
2017,186900,Neither required nor recommended,No,Recommended,Required,,,,,,,,,,,,,,,,,,
2017,187000,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,187046,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,187134,Required,No,Recommended,Recommended,1287.0,83.0,0.0,0.0,590.0,660.0,580.0,670.0,,,,,,,,,,
2017,187198,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,187444,Required,No,Required,Recommended,1226.0,93.0,170.0,13.0,470.0,570.0,460.0,550.0,18.0,24.0,16.0,24.0,17.0,24.0,,,,
2017,187505,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,187532,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,187596,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,187602,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,187620,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,187639,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,187648,Required,No,Required,Neither required nor recommended,83.0,13.0,576.0,91.0,420.0,530.0,410.0,530.0,16.0,22.0,14.0,21.0,16.0,22.0,,,,
2017,187666,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,187745,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,187897,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,187903,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,187912,Required,No,Required,Neither required nor recommended,108.0,44.0,159.0,65.0,440.0,580.0,460.0,580.0,16.0,23.0,15.0,22.0,16.0,23.0,,,,
2017,187958,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,187967,Required,No,Required,Recommended,62.0,26.0,216.0,91.0,590.0,690.0,600.0,700.0,23.0,29.0,22.0,29.0,24.0,28.0,,,,
2017,187976,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,187985,Required,No,Required,Neither required nor recommended,101.0,3.0,2801.0,87.0,460.0,590.0,470.0,580.0,19.0,25.0,18.0,25.0,18.0,25.0,,,,
2017,187994,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,188003,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,188021,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,188030,Required,No,Required,Neither required nor recommended,490.0,24.0,1675.0,82.0,450.0,580.0,460.0,580.0,18.0,23.0,16.0,23.0,17.0,24.0,,,,
2017,188049,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,188058,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,188100,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,188137,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,188146,Unreported,No,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,188182,Recommended,No,Required,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,188207,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,188216,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,188225,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,188261,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,188289,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,188304,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,188340,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,188429,Required,No,Required,Required,766.0,68.0,289.0,26.0,530.0,620.0,530.0,620.0,22.0,27.0,21.0,27.0,21.0,27.0,,,,
2017,188438,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,188517,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,188526,Required,No,Required,Required,172.0,92.0,61.0,33.0,550.0,630.0,560.0,640.0,23.0,28.0,,,,,,,,
2017,188535,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,188580,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,188641,Required,No,Required,Required,377.0,90.0,121.0,29.0,490.0,610.0,500.0,600.0,21.0,26.0,19.0,26.0,20.0,27.0,,,,
2017,188650,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,188669,Neither required nor recommended,No,Neither required nor recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,188678,Neither required nor recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,188687,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,188696,Neither required nor recommended,No,Neither required nor recommended,Recommended,,,,,,,,,,,,,,,,,,
2017,188854,Recommended,No,Recommended,Required,,,,,,,,,,,,,,,,,,
2017,188890,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,188915,Neither required nor recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,188942,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,188988,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,189015,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,189088,Neither required nor recommended,No,Recommended,Required,,,,,,,,,,,,,,,,,,
2017,189097,Required,No,Neither required nor recommended,Required,301.0,50.0,375.0,62.0,660.0,760.0,650.0,740.0,30.0,33.0,32.0,35.0,27.0,32.0,,,,
2017,189219,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,189228,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,189264,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,189273,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,189282,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,189404,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,189413,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,189422,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,189459,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,189468,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,189477,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,189501,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,189547,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,189556,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,189565,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,189574,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,189583,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,189592,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,189705,Required,No,Required,Recommended,479.0,86.0,253.0,47.0,520.0,630.0,520.0,630.0,22.0,28.0,22.0,28.0,23.0,28.0,,,,
2017,189714,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,189811,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,189839,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,189848,Considered,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,189857,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,189954,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,189981,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,189990,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190008,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,190035,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190044,Required,No,Required,Required,582.0,86.0,256.0,38.0,563.0,650.0,580.0,680.0,24.0,29.0,22.0,28.0,25.0,29.0,,,,
2017,190053,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190071,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,190080,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
